Point1,Point2,ActualCost
A,B,2.8446256
C,B,1.3576694999999999
A,C,14.7451364
B,C,28.221061100000004
B,A,27.172953600000003
C,A,1.3432144
A,B,3.1618999
C,B,1.4952611
A,C,9.3942804
B,C,27.188892600000003
B,A,27.8756786
C,A,1.4018092
A,B,3.4415709999999997
C,B,1.400334
A,C,5.5732063
B,C,27.0295673
B,A,26.9188014
C,A,1.3423083999999998
A,B,3.8240212999999996
C,B,1.4113111
A,C,4.817657
B,C,26.742419599999998
B,A,28.508309
C,A,1.4056133
A,B,2.7564927000000004
C,B,1.4264291999999998
A,C,7.2551322
B,C,28.5005476
B,A,28.7118636
C,A,1.3466683000000002
A,B,3.1226076000000003
C,B,1.3489161
A,C,5.5435753
B,C,28.2989756
B,A,28.488485999999998
C,A,1.3496834999999998
A,B,3.8859303999999995
C,B,1.3994787
A,C,6.391328700000001
B,C,27.4350211
B,A,26.9871634
C,A,1.4280077
A,B,4.430574299999999
C,B,1.4036388000000002
A,C,5.7024191
B,C,28.5125612
B,A,27.5084325
C,A,1.4246836999999999
A,B,3.6847503
C,B,1.4074976000000001
A,C,6.1959129
B,C,27.222355800000003
B,A,27.298799900000002
C,A,1.346672
A,B,3.2478039
C,B,1.3499764
A,C,5.9137237
B,C,29.9194254
B,A,27.41439
C,A,1.4105736
A,B,3.0359717
C,B,1.3429691
A,C,4.602243799999999
B,C,28.6408268
B,A,27.4615229
C,A,1.3527226
A,B,4.1132197
C,B,1.3401276000000002
A,C,5.9421869
B,C,27.165106599999998
B,A,27.6046294
C,A,1.5450351
A,B,4.694759599999999
C,B,1.3348361
A,C,6.3348265
B,C,27.582126300000002
B,A,27.3217762
C,A,1.3388551000000002
A,B,3.3143861
C,B,1.3940501
A,C,6.0389805
B,C,28.5166783
B,A,27.428556800000003
C,A,1.4107237
A,B,4.175956200000001
C,B,1.3385774
A,C,5.2781633
B,C,27.567655100000003
B,A,27.156818400000002
C,A,1.3882336000000002
A,B,3.0797696
C,B,1.4004747
A,C,6.3641893
B,C,27.490977299999997
B,A,27.3077251
C,A,1.4111058
A,B,3.3911982000000003
C,B,1.3510422
A,C,7.0792592999999995
B,C,28.4174484
B,A,27.5780779
C,A,1.3402713
A,B,3.8738068999999995
C,B,1.3562044
A,C,5.860281700000001
B,C,27.558587
B,A,27.321635200000003
C,A,1.3641675
A,B,4.3014356
C,B,1.4072114
A,C,8.7992484
B,C,27.5034055
B,A,26.9561396
C,A,1.4153141000000002
A,B,3.5399549
C,B,1.4094183
A,C,5.9346832
B,C,28.4422565
B,A,27.3464472
C,A,1.4052521999999998
A,B,3.3148977
C,B,1.4874801000000002
A,C,14.8690807
B,C,27.779169899999996
B,A,28.5730711
C,A,1.3726148
A,B,2.9792133
C,B,1.4206362
A,C,8.1528689
B,C,27.4151162
B,A,28.390880100000004
C,A,1.6512892
A,B,4.211239
C,B,1.4151049999999998
A,C,9.11954
B,C,27.264048
B,A,28.5685868
C,A,1.3605833
A,B,3.6074785000000005
C,B,1.3908967
A,C,6.2453466
B,C,26.973485399999998
B,A,27.3638218
C,A,1.3512003000000001
A,B,3.1646782000000004
C,B,1.4219479
A,C,7.7215077999999995
B,C,27.3166393
B,A,27.2962336
C,A,1.4216901000000002
A,B,3.2879293
C,B,1.3505011
A,C,9.4247868
B,C,26.9474593
B,A,27.9028912
C,A,1.3455888
A,B,4.4269622
C,B,1.4140254
A,C,8.7392847
B,C,28.409325800000005
B,A,28.373006800000002
C,A,1.4050744
A,B,4.5704779
C,B,1.3912182
A,C,5.6033655
B,C,27.719402000000002
B,A,27.4166182
C,A,1.4396162
A,B,3.6863265
C,B,1.4795192
A,C,6.078042099999999
B,C,26.9478712
B,A,26.9435117
C,A,1.4110848999999999
A,B,4.0202225
C,B,1.3458918
A,C,9.9285667
B,C,27.597268699999997
B,A,27.4940528
C,A,1.3605724
A,B,3.3908367999999993
C,B,1.4472028000000001
A,C,4.1401934
B,C,27.8779363
B,A,27.5162888
C,A,1.4196229
A,B,4.2473358
C,B,1.4033465
A,C,5.3287892999999995
B,C,27.2237728
B,A,26.9630276
C,A,1.341811
A,B,3.4323061
C,B,1.3542368999999999
A,C,7.7025042
B,C,28.151754399999998
B,A,26.9855035
C,A,1.4831497
A,B,4.3772696
C,B,1.4123774
A,C,5.275355
B,C,27.3555
B,A,27.3563603
C,A,1.3482067
A,B,3.1848527
C,B,1.4680493000000001
A,C,10.3731069
B,C,27.816740000000003
B,A,27.368697
C,A,1.3504096
A,B,3.8040473
C,B,1.3481161
A,C,4.7935529
B,C,26.8594039
B,A,27.345853700000003
C,A,1.3657368
A,B,3.6167544
C,B,1.418519
A,C,9.3755784
B,C,27.653814699999998
B,A,27.552524
C,A,1.4900257
A,B,4.0193129
C,B,1.3441985
A,C,4.4249075
B,C,27.847932300000004
B,A,27.575777
C,A,1.4215921
A,B,3.8573744
C,B,1.402844
A,C,4.0796684999999995
B,C,27.441443900000003
B,A,27.1885607
C,A,1.3401246999999998
A,B,3.6666937
C,B,1.3497841
A,C,7.1401
B,C,26.7626542
B,A,26.8083942
C,A,1.3540725
A,B,3.0672152
C,B,1.4026718
A,C,7.5786798
B,C,27.9156809
B,A,26.900528700000002
C,A,1.4074258999999998
A,B,4.56976
C,B,1.3503553
A,C,5.64246
B,C,27.762276899999996
B,A,27.2426493
C,A,1.4044663
A,B,4.2181192
C,B,1.4155026000000002
A,C,6.21978
B,C,28.1049438
B,A,27.1710675
C,A,1.3602417
A,B,3.5433654
C,B,1.3991118
A,C,5.548838900000001
B,C,26.9262724
B,A,26.9744936
C,A,1.421886
A,B,3.6896419999999996
C,B,1.4013852
A,C,5.8327538
B,C,27.167949100000005
B,A,27.744213199999997
C,A,1.3457714
A,B,3.66719
C,B,1.4142153
A,C,5.5853129
B,C,28.4667769
B,A,28.1941837
C,A,1.3917552
A,B,3.8715199
C,B,1.3486505
A,C,5.4071298
B,C,26.764021600000003
B,A,27.4545484
C,A,1.3988452
A,B,3.3189873
C,B,1.4079598
A,C,5.3219348
B,C,27.4626219
B,A,27.4535905
C,A,1.3997581
A,B,3.1190192999999997
C,B,1.3978059999999999
A,C,4.1518881
B,C,27.370492300000002
B,A,27.153660100000003
C,A,1.3567744
A,B,2.9406931
C,B,1.412385
A,C,4.680583900000001
B,C,27.7279186
B,A,28.5893186
C,A,1.3466098999999998
A,B,3.7418635
C,B,1.4192937
A,C,5.4519367
B,C,28.705689000000003
B,A,27.0811106
C,A,1.3936021
A,B,3.7798445
C,B,1.4202190000000001
A,C,4.6554285
B,C,28.731889600000002
B,A,26.699553
C,A,1.3496881
A,B,3.2488346
C,B,1.6562195
A,C,3.9281471
B,C,27.4585954
B,A,26.9822147
C,A,1.3476039
A,B,3.7433902000000003
C,B,1.3994028
A,C,4.533737599999999
B,C,27.8903493
B,A,27.0856614
C,A,1.3336845
A,B,3.1285041000000002
C,B,1.4071738999999999
A,C,4.8923153
B,C,28.102267100000002
B,A,27.3678026
C,A,1.3596443
A,B,3.0174084
C,B,1.4176414
A,C,6.4819973
B,C,27.0794602
B,A,27.1697704
C,A,1.4125903
A,B,3.7857068
C,B,1.3611923000000001
A,C,4.9480859
B,C,27.5529714
B,A,26.9821151
C,A,1.4073955
A,B,2.7532011
C,B,1.3423361
A,C,4.9912196
B,C,28.1994226
B,A,27.6532471
C,A,1.4116475
A,B,3.8047451
C,B,1.3468803
A,C,5.2780821
B,C,27.8839674
B,A,27.4378055
C,A,1.6310358999999999
A,B,2.9795017999999995
C,B,1.3451795
A,C,5.3111443
B,C,27.4799585
B,A,27.765486199999998
C,A,1.3563396
A,B,3.2913657
C,B,1.4125181
A,C,7.7989553
B,C,27.214087
B,A,27.3196736
C,A,1.403918
A,B,3.1004282
C,B,1.3466055000000001
A,C,6.6831991
B,C,27.2742933
B,A,26.9087342
C,A,1.33788
A,B,2.9805126
C,B,1.4066123
A,C,6.5520566
B,C,27.4485429
B,A,27.455357799999998
C,A,1.4045842
A,B,3.311565
C,B,1.3462446000000001
A,C,4.6811478
B,C,28.366333899999997
B,A,27.353994899999996
C,A,1.4011267
A,B,4.8282148000000005
C,B,1.3308215
A,C,3.3390816
B,C,27.8242595
B,A,27.5156887
C,A,1.3681142
A,B,3.7734723
C,B,1.4144883999999998
A,C,5.6435198
B,C,28.0972976
B,A,27.6004942
C,A,1.4060531
A,B,3.9200652
C,B,1.7928399
A,C,4.5066141
B,C,28.648625
B,A,27.6078144
C,A,1.4864106000000001
A,B,3.9974921
C,B,1.3991988000000002
A,C,4.4108567
B,C,26.934144699999997
B,A,27.532721999999996
C,A,1.3449731000000003
A,B,3.9216849000000003
C,B,1.3812388
A,C,5.17077
B,C,27.2857997
B,A,27.6445218
C,A,1.4018642
A,B,4.3862809
C,B,1.4811427
A,C,5.900429099999999
B,C,26.827054800000003
B,A,26.9929135
C,A,1.41639
A,B,3.3634022000000003
C,B,1.3531591
A,C,5.7728849
B,C,27.4877298
B,A,26.783928600000003
C,A,1.3980968
A,B,3.6358318999999995
C,B,1.3349299
A,C,6.2924059
B,C,27.6421827
B,A,27.5877995
C,A,1.3682504999999998
A,B,3.007038
C,B,1.3977262
A,C,8.1043699
B,C,28.367161100000004
B,A,27.3175823
C,A,1.4066743
A,B,3.6454142
C,B,1.4166903
A,C,5.0423861
B,C,27.4865343
B,A,27.1104614
C,A,1.3522055
A,B,4.2302099
C,B,1.8523363999999998
A,C,11.220675199999999
B,C,27.231026399999998
B,A,27.0533626
C,A,1.3444884
A,B,3.2122544
C,B,1.4055688
A,C,6.8889835
B,C,27.9134595
B,A,27.1271057
C,A,1.3425358
A,B,3.1225681
C,B,1.4057948999999998
A,C,4.0698617
B,C,28.0191208
B,A,26.8324105
C,A,1.4151938999999998
A,B,3.251909
C,B,1.4255346000000002
A,C,3.6713008
B,C,26.8623897
B,A,27.655292699999997
C,A,1.3909096
A,B,3.5514906
C,B,1.3461428999999998
A,C,5.8108824
B,C,27.2904001
B,A,27.432356
C,A,1.5535796999999998
A,B,3.3584482
C,B,1.3516311
A,C,5.6693033
B,C,27.2002118
B,A,27.999235600000002
C,A,1.42455
A,B,3.8095786
C,B,1.3520246999999999
A,C,4.7713307
B,C,27.4537204
B,A,27.0719484
C,A,1.4174829
A,B,3.6217736000000005
C,B,1.4122709999999998
A,C,5.7467543
B,C,27.809306
B,A,27.518143300000002
C,A,1.4214701
A,B,2.9143526
C,B,1.4091237
A,C,9.4385895
B,C,27.376563899999997
B,A,27.4856247
C,A,1.3505659
A,B,3.4961193999999995
C,B,1.3373297
A,C,7.1489704
B,C,27.5422735
B,A,27.0154016
C,A,1.3556363
A,B,4.3192989
C,B,1.3461136
A,C,6.353675099999999
B,C,27.219353
B,A,27.196948
C,A,1.4178641
A,B,3.9343894
C,B,1.3357166
A,C,5.1631996
B,C,26.8154931
B,A,27.1321603
C,A,1.4079335
A,B,4.1241207
C,B,1.4002827
A,C,5.8277203
B,C,27.274128700000002
B,A,27.3220887
C,A,1.4120562
A,B,3.3275962
C,B,1.3430443
A,C,8.3479203
B,C,27.108594399999998
B,A,27.433662
C,A,1.407361
A,B,3.0408804
C,B,1.4027785
A,C,6.724905199999999
B,C,27.507454100000004
B,A,26.8638678
C,A,1.4099767
A,B,3.2503491
C,B,1.396867
A,C,5.615104799999999
B,C,28.145337899999994
B,A,27.438401399999996
C,A,1.4043952
A,B,4.0551203
C,B,1.3447657
A,C,4.6487002
B,C,27.6621956
B,A,27.278088699999998
C,A,1.361948
A,B,3.6228928
C,B,1.3956524
A,C,6.8247504
B,C,27.0366934
B,A,27.2564595
C,A,1.4331237
A,B,3.7341104
C,B,1.3474856000000002
A,C,8.488133
B,C,27.6683472
B,A,27.1735125
C,A,1.4156239
A,B,3.501143
C,B,1.3938714
A,C,10.9434952
B,C,27.6123097
B,A,26.9615185
C,A,1.3505742
A,B,3.2520355
C,B,1.340576
A,C,6.9680557
B,C,27.1304976
B,A,27.2821611
C,A,1.3469457
A,B,4.3985415
C,B,1.3549913999999998
A,C,6.557499900000001
B,C,27.7451097
B,A,27.8748711
C,A,1.4053681999999998
A,B,3.4355050000000005
C,B,1.399836
A,C,6.0060531
B,C,27.6403065
B,A,27.456562599999998
C,A,1.408568
A,B,3.9895005
C,B,1.3408043
A,C,7.4448613
B,C,27.3118485
B,A,27.0800833
C,A,1.4101357
A,B,3.5466504999999997
C,B,1.3580656999999998
A,C,9.0826956
B,C,27.6432429
B,A,27.7752972
C,A,1.3472572
A,B,2.9793895
C,B,1.3438533
A,C,7.3264681
B,C,27.3140544
B,A,27.1064715
C,A,1.4812768
A,B,4.820513
C,B,1.4059558
A,C,9.578795699999999
B,C,27.4298068
B,A,27.2384863
C,A,1.4089061
A,B,4.0576919
C,B,1.48966
A,C,7.3208978
B,C,28.1614693
B,A,27.2968715
C,A,1.4806883999999998
A,B,3.1048224
C,B,1.3490256999999999
A,C,8.2429012
B,C,27.4582107
B,A,27.193005100000004
C,A,1.411626
A,B,4.0699192
C,B,1.3453935
A,C,4.8636996
B,C,29.043932799999997
B,A,28.1357223
C,A,1.4046628
A,B,3.108864
C,B,1.4163222
A,C,9.8688366
B,C,27.0211951
B,A,28.787996000000003
C,A,1.3424338
A,B,3.9926745
C,B,1.3413894
A,C,6.8049879
B,C,28.0694957
B,A,27.2281881
C,A,1.4313253000000001
A,B,2.9116159
C,B,1.4167511
A,C,10.4634086
B,C,27.6165199
B,A,27.3682397
C,A,1.4224093999999998
A,B,2.9444974
C,B,1.4099121000000001
A,C,6.4989593
B,C,27.4082074
B,A,27.705054999999998
C,A,1.3447267
A,B,3.6252817000000004
C,B,1.5136528
A,C,5.860735
B,C,26.706330800000003
B,A,27.7255117
C,A,1.3535975
A,B,3.0392987999999996
C,B,1.3443465
A,C,8.6758846
B,C,27.797351000000003
B,A,26.732833000000003
C,A,1.4064546
A,B,3.4058054
C,B,1.4050936
A,C,7.1524101
B,C,27.7877559
B,A,27.4672342
C,A,1.4798321
A,B,2.8522186
C,B,1.4019327
A,C,6.9606239
B,C,27.8629027
B,A,26.6910321
C,A,1.3452335
A,B,3.8691099
C,B,1.3442369
A,C,12.4400841
B,C,27.4519777
B,A,27.396316600000002
C,A,1.4020525
A,B,2.938614
C,B,1.3457915
A,C,10.091115499999999
B,C,28.237570399999996
B,A,27.4106369
C,A,1.3470868
A,B,3.9662962999999998
C,B,1.4146151000000002
A,C,7.1176189
B,C,27.7831288
B,A,27.890116499999998
C,A,1.4082873
A,B,2.9376139
C,B,1.3488999
A,C,6.8487692
B,C,27.9958397
B,A,28.2558625
C,A,1.5639279
A,B,2.8171441
C,B,1.477877
A,C,6.8268959
B,C,27.3075442
B,A,27.539394399999995
C,A,1.401037
A,B,3.9992307
C,B,1.3607021
A,C,6.8483986
B,C,27.432374499999998
B,A,26.8807053
C,A,1.361716
A,B,4.872261900000001
C,B,1.352854
A,C,6.2620033
B,C,28.0924539
B,A,28.2008788
C,A,1.4270163
A,B,3.3523857
C,B,1.3967476
A,C,6.2324190999999995
B,C,26.8567833
B,A,27.6839401
C,A,1.4159087
A,B,5.0249093
C,B,1.411275
A,C,7.3054839000000005
B,C,27.891564799999998
B,A,27.2707424
C,A,1.4145823
A,B,3.5078447999999995
C,B,1.4062438999999998
A,C,6.4466436
B,C,27.8546772
B,A,27.460305199999997
C,A,1.4079273
A,B,3.5662565
C,B,1.3418757
A,C,7.196458
B,C,27.350663300000004
B,A,28.0302602
C,A,1.677859
A,B,3.2500526
C,B,1.3618091
A,C,9.4241409
B,C,27.8765629
B,A,27.095575699999998
C,A,1.3448138
A,B,3.6445714
C,B,1.3389306
A,C,8.3510748
B,C,27.5152678
B,A,27.7726199
C,A,1.4292563
A,B,3.988377
C,B,1.4046564
A,C,7.9198960000000005
B,C,27.6441024
B,A,27.139095500000003
C,A,1.343501
A,B,2.9982781000000003
C,B,1.4032556
A,C,7.7632612
B,C,27.9450032
B,A,27.449850899999998
C,A,1.3432175
A,B,3.4986794999999997
C,B,1.3980481000000002
A,C,7.2355761
B,C,27.1060559
B,A,29.964143100000005
C,A,1.3435805
A,B,4.2025264
C,B,1.4046507
A,C,6.4893636
B,C,27.5681004
B,A,27.1971119
C,A,1.3978872
A,B,3.6103292
C,B,1.7023152
A,C,5.582907700000001
B,C,27.664357
B,A,27.5420609
C,A,1.3453462999999999
A,B,3.8724117999999996
C,B,1.3590725000000001
A,C,6.3443906
B,C,28.3281985
B,A,27.4216131
C,A,1.4019389
A,B,3.4365883000000004
C,B,1.4094362
A,C,6.9518268
B,C,27.5641844
B,A,27.710109000000003
C,A,1.4231897
A,B,3.3117422
C,B,1.406025
A,C,5.124486699999999
B,C,28.7603588
B,A,26.953757
C,A,1.3438689
A,B,3.4870045
C,B,1.4194883
A,C,5.5479577
B,C,28.786371999999997
B,A,26.8581088
C,A,1.3377153999999998
A,B,3.8680132000000005
C,B,1.4037683
A,C,6.287542
B,C,28.877267600000003
B,A,27.4138875
C,A,1.3453198
A,B,3.4321409
C,B,1.5524419
A,C,7.735019500000001
B,C,27.567524
B,A,27.3428684
C,A,1.3487411
A,B,3.8614252999999996
C,B,1.3667068000000002
A,C,6.5920065
B,C,27.6955335
B,A,27.6601321
C,A,1.4043578
A,B,3.7449614
C,B,1.4128851
A,C,6.4725869
B,C,28.7444865
B,A,27.733257399999996
C,A,1.3471617
A,B,3.5307693999999996
C,B,1.4172662
A,C,4.944922200000001
B,C,29.187201
B,A,27.7532698
C,A,1.4113586
A,B,3.8697288
C,B,1.3489611
A,C,5.0352099
B,C,27.6814102
B,A,27.2693847
C,A,1.4105964
A,B,4.054901999999999
C,B,1.3938778
A,C,4.6378801
B,C,28.9419527
B,A,27.8815976
C,A,1.34663
A,B,2.6849127
C,B,1.4076211
A,C,6.278543599999999
B,C,27.0184161
B,A,28.551238199999997
C,A,1.4234915
A,B,4.1171716
C,B,1.4123033
A,C,10.4077451
B,C,27.365297899999998
B,A,27.2394972
C,A,1.393677
A,B,2.8482081000000004
C,B,1.3477608
A,C,6.7725422
B,C,27.7629646
B,A,27.4385601
C,A,1.4069138
A,B,4.0751012
C,B,1.420259
A,C,6.4998124
B,C,27.0612852
B,A,28.164825899999997
C,A,1.4169982
A,B,4.0561978
C,B,1.3356892
A,C,5.5741996
B,C,27.7448206
B,A,27.532238899999996
C,A,1.35815
A,B,4.0433689
C,B,1.3593838
A,C,6.95759
B,C,28.047089500000002
B,A,27.6593297
C,A,1.5371158
A,B,3.5621011
C,B,1.3572706
A,C,6.1407101
B,C,29.1136533
B,A,27.9928252
C,A,1.4205622
A,B,3.8551568999999994
C,B,1.3443441
A,C,5.4779184
B,C,28.07518
B,A,26.765550199999996
C,A,1.3548106000000002
A,B,3.9291211
C,B,1.3427893
A,C,4.9416531
B,C,27.281632
B,A,27.454775399999995
C,A,1.357032
A,B,3.6200419000000004
C,B,1.3642918
A,C,7.2966653
B,C,28.279939600000002
B,A,29.0989676
C,A,1.6438496999999999
A,B,3.4102846
C,B,1.4307046
A,C,6.2133312
B,C,27.5925953
B,A,28.058562
C,A,1.3570886
A,B,4.3631008
C,B,1.3902995
A,C,5.1372099
B,C,27.652957399999995
B,A,28.916802399999998
C,A,1.4219601
A,B,3.6146858
C,B,1.4102503999999998
A,C,9.920517
B,C,27.6987172
B,A,27.4394347
C,A,1.4030592
A,B,4.1931757
C,B,1.41842
A,C,9.092925099999999
B,C,28.949019699999997
B,A,27.189114899999996
C,A,1.4094645000000001
A,B,3.9289869
C,B,1.4408284
A,C,6.3808444
B,C,27.8920059
B,A,27.5374983
C,A,1.4060325
A,B,3.558549
C,B,1.4244785
A,C,5.161117400000001
B,C,27.2174787
B,A,27.480300899999996
C,A,1.3435213
A,B,3.8667847
C,B,1.4203075
A,C,5.1979617
B,C,27.3101992
B,A,27.963409999999996
C,A,1.4103721000000002
A,B,3.684365
C,B,1.474939
A,C,5.6923388
B,C,28.2470411
B,A,27.986782399999996
C,A,1.3429093
A,B,4.244014
C,B,1.4164375
A,C,4.5915426
B,C,26.769289
B,A,26.9753492
C,A,1.425914
A,B,3.4976038999999997
C,B,1.3457799
A,C,5.009321099999999
B,C,26.9367666
B,A,28.6339939
C,A,1.3416668
A,B,4.6902039
C,B,1.4840055
A,C,5.1145151
B,C,27.3512325
B,A,28.6641511
C,A,1.4059595
A,B,3.9206898
C,B,1.3610204
A,C,4.6605003
B,C,27.9257252
B,A,28.474028399999998
C,A,1.4137091999999998
A,B,2.6217504000000003
C,B,1.4717643999999999
A,C,5.3135706
B,C,26.935456
B,A,27.178884
C,A,1.6994065
A,B,3.5313747
C,B,1.4040097
A,C,4.4630847
B,C,27.7407489
B,A,27.535339500000003
C,A,1.341689
A,B,3.6333695
C,B,1.4003821
A,C,5.6666013
B,C,28.096580499999998
B,A,27.5959939
C,A,1.3446601999999999
A,B,3.6358252
C,B,1.5737682
A,C,4.8915642
B,C,27.6672397
B,A,27.3834245
C,A,1.3403566999999998
A,B,3.3308862
C,B,1.402103
A,C,5.5519383
B,C,27.0971955
B,A,28.9732561
C,A,1.4088468
A,B,2.8103968
C,B,1.3443958
A,C,4.982270400000001
B,C,27.8347722
B,A,27.3303158
C,A,1.4173271
A,B,3.9857868
C,B,1.4031583
A,C,5.4150892
B,C,30.267619
B,A,27.0140252
C,A,1.4098152
A,B,3.2062377
C,B,1.4137323999999998
A,C,4.9094503
B,C,28.4406269
B,A,26.928342200000003
C,A,1.3525891
A,B,3.2085841
C,B,1.3890111
A,C,6.005437799999999
B,C,27.931423
B,A,26.843931400000002
C,A,1.3356796999999998
A,B,3.3119578
C,B,1.3520972
A,C,4.3296636
B,C,27.1264498
B,A,27.6115604
C,A,1.4097337
A,B,3.549317
C,B,1.4074905
A,C,4.1486195
B,C,27.4658855
B,A,27.3285566
C,A,1.4088496
A,B,3.9334256
C,B,1.3486542
A,C,3.8302818999999997
B,C,28.4228942
B,A,28.0150176
C,A,1.4063196000000002
A,B,3.9668585
C,B,1.4195613
A,C,4.3640372
B,C,28.303698800000003
B,A,28.517451300000005
C,A,1.4669526000000002
A,B,3.7113275999999997
C,B,1.3493864
A,C,4.5086222
B,C,27.0144108
B,A,27.0921226
C,A,1.4086899
A,B,4.2921584
C,B,1.3428945
A,C,6.5439053
B,C,28.0445015
B,A,28.4441628
C,A,1.4001364
A,B,2.8106667
C,B,1.3473596
A,C,6.5979272
B,C,28.4167192
B,A,28.0263122
C,A,1.4054094
A,B,3.3330238
C,B,1.3478832
A,C,4.7695309
B,C,29.1187153
B,A,27.4771723
C,A,1.3489666
A,B,3.1085019
C,B,1.435114
A,C,5.0375328
B,C,29.715970199999997
B,A,27.130856
C,A,1.3472175
A,B,3.4975185
C,B,1.3446352
A,C,4.1103458
B,C,27.608687800000002
B,A,27.3584603
C,A,1.4035213
A,B,3.2268179
C,B,1.4041819
A,C,6.5328329
B,C,27.8488619
B,A,29.3157809
C,A,1.3552782
A,B,3.4501361000000004
C,B,1.3484858999999998
A,C,6.855522000000001
B,C,27.4788673
B,A,27.1509344
C,A,1.405417
A,B,4.049271
C,B,1.5739085
A,C,5.5323153
B,C,27.205012800000002
B,A,29.7506943
C,A,1.4072776000000002
A,B,3.4815609
C,B,1.4297688
A,C,10.120295500000001
B,C,28.5581315
B,A,26.9731775
C,A,1.3438172
A,B,3.1702145
C,B,1.4210985
A,C,5.6731486
B,C,27.9638761
B,A,27.76429
C,A,1.3504078000000002
A,B,4.8659265
C,B,1.4151678
A,C,5.823157
B,C,28.479731899999997
B,A,27.3805404
C,A,1.4071346000000002
A,B,4.7573278
C,B,1.4002986000000002
A,C,5.633947200000001
B,C,28.049757300000003
B,A,27.2008284
C,A,1.3440024
A,B,4.189389299999999
C,B,1.3513426000000002
A,C,5.3780932
B,C,27.356164399999997
B,A,27.7571563
C,A,1.4037665000000001
A,B,3.9883062000000007
C,B,1.3991098999999998
A,C,5.2298632000000005
B,C,27.423099
B,A,27.926531699999998
C,A,1.356336
A,B,3.6208346
C,B,1.4007313
A,C,4.718717099999999
B,C,27.5116485
B,A,28.759917100000003
C,A,1.4239212
A,B,3.4781956
C,B,1.3488576
A,C,6.629792699999999
B,C,27.965163099999998
B,A,27.3346721
C,A,1.4053607
A,B,4.9388698
C,B,1.3410999
A,C,6.2252872
B,C,27.448644199999997
B,A,27.569768
C,A,1.4062438999999998
A,B,2.8755252000000002
C,B,1.398074
A,C,5.721442099999999
B,C,27.2067442
B,A,27.4577532
C,A,1.3397374
A,B,4.2686499
C,B,1.4224934
A,C,5.9911888
B,C,27.4826705
B,A,29.6821528
C,A,1.4115658000000002
A,B,3.3303959
C,B,1.3450188
A,C,6.5739554
B,C,27.0364296
B,A,28.537396500000003
C,A,1.3446973
A,B,4.3980623
C,B,1.3440686000000002
A,C,8.0720156
B,C,27.455537899999996
B,A,29.0542812
C,A,1.400228
A,B,3.2243046000000004
C,B,1.4082868999999998
A,C,6.4925036
B,C,27.710050300000002
B,A,27.4409057
C,A,1.3489664
A,B,4.1833478
C,B,1.4278170000000001
A,C,6.9118131
B,C,27.239426799999997
B,A,27.6810209
C,A,1.5043191
A,B,3.5559383999999996
C,B,1.5179518
A,C,5.1393471
B,C,27.826991999999997
B,A,28.2639767
C,A,1.3440982
A,B,3.4444632
C,B,1.4798188
A,C,5.6569923
B,C,27.640477
B,A,28.432441
C,A,1.3987317
A,B,4.0773528
C,B,1.4078429
A,C,6.5001605
B,C,27.437385
B,A,28.1482278
C,A,1.476542
A,B,4.3906151
C,B,1.3498781000000002
A,C,5.356864
B,C,30.1604697
B,A,28.426672399999998
C,A,1.355673
A,B,4.8546965
C,B,1.4124591
A,C,5.7008806
B,C,27.1581228
B,A,28.8882101
C,A,1.7061958
A,B,3.1019964
C,B,1.4024477
A,C,5.722758799999999
B,C,28.1312529
B,A,28.3245212
C,A,1.4259706
A,B,3.3538286
C,B,1.4254681
A,C,6.2608393
B,C,27.5366777
B,A,27.1777046
C,A,1.4158178
A,B,3.866827
C,B,1.4088936
A,C,5.9591666
B,C,27.1522819
B,A,28.0423167
C,A,1.3447448
A,B,4.1192203
C,B,1.3580221000000001
A,C,5.027170900000001
B,C,27.916003399999997
B,A,28.364309999999996
C,A,1.6927901
A,B,4.057976999999999
C,B,1.4771078000000002
A,C,5.4094933
B,C,27.8738125
B,A,26.769667699999996
C,A,1.4002243
A,B,3.2308287
C,B,1.3556582
A,C,5.6256233
B,C,28.252744899999996
B,A,27.3440946
C,A,1.4152894
A,B,4.0637027
C,B,1.4171341999999998
A,C,6.8545699
B,C,27.309540999999996
B,A,27.8646734
C,A,1.6351758
A,B,3.493273
C,B,1.3462154
A,C,5.423719
B,C,29.4808631
B,A,27.4450195
C,A,1.3511662
A,B,3.0380691000000004
C,B,1.4324003
A,C,5.241564
B,C,27.6911159
B,A,27.032131899999996
C,A,1.4124934
A,B,3.4783318999999997
C,B,1.4277826
A,C,4.1743655
B,C,28.062843
B,A,27.906703600000004
C,A,1.4164037
A,B,4.8026743
C,B,1.3561386999999998
A,C,5.8219032
B,C,28.1000027
B,A,27.533963699999997
C,A,1.4017848999999998
A,B,3.2260684
C,B,1.3465387
A,C,3.5913727
B,C,27.5373145
B,A,27.1642048
C,A,1.4055965
A,B,3.9844002
C,B,1.3478376
A,C,7.0204805
B,C,27.567037199999998
B,A,27.7667072
C,A,1.42478
A,B,4.118677
C,B,1.4568361
A,C,6.7655433
B,C,27.226887899999994
B,A,27.671574100000004
C,A,1.3595347
A,B,3.3590848
C,B,1.3474832
A,C,6.0543873
B,C,26.9433623
B,A,27.958133899999996
C,A,1.3513567
A,B,3.0145162999999995
C,B,1.398323
A,C,5.828738
B,C,27.3110886
B,A,28.2469342
C,A,1.3710985
A,B,4.2080376
C,B,1.4097843
A,C,7.510925
B,C,27.6260437
B,A,27.3801076
