Point1,Point2,Heuristics
C,B,0.1546421
A,C,6.3310106
B,C,3.1253055
B,A,3.127606
C,A,0.1595588
A,B,1.7946603
C,B,0.1573024
A,C,6.0989087
B,C,3.1135522
B,A,3.0901879
C,A,0.1527401
A,B,1.7714746
C,B,0.15784310000000001
A,C,9.3959884
B,C,3.1407724
B,A,3.0724771
C,A,0.1581691
A,B,1.7982392
C,B,0.1571557
A,C,7.1502467
B,C,3.1167786
B,A,3.0482881
C,A,0.1525992
A,B,1.7728431
C,B,0.15819660000000002
A,C,5.687148400000001
B,C,3.1158193
B,A,3.1181498
C,A,0.15784220000000002
A,B,1.7954762
C,B,0.1546154
A,C,5.1900961
B,C,3.2228166
B,A,3.0508545
C,A,0.15224939999999998
A,B,1.7716442
C,B,0.1561185
A,C,4.1607522
B,C,3.1209868999999997
B,A,3.1196938
C,A,0.15731979999999998
A,B,1.816771
C,B,0.1533057
A,C,3.8181190000000003
B,C,3.1378669
B,A,3.2245832
C,A,0.1540282
A,B,1.7745282
C,B,0.15959720000000002
A,C,3.8095733
B,C,3.1356565
B,A,3.8589672
C,A,0.15536960000000002
A,B,1.7834656999999998
C,B,0.15175229999999998
A,C,4.390403900000001
B,C,3.1414272999999997
B,A,3.1663533
C,A,0.15352179999999999
A,B,1.7975881
C,B,0.15619929999999999
A,C,4.6584177
B,C,3.183413
B,A,3.1891405
C,A,0.1587969
A,B,1.7737822
C,B,0.1528029
A,C,4.3144136
B,C,3.1274521
B,A,3.1686674
C,A,0.1561204
A,B,1.7727213
C,B,0.15671500000000002
A,C,7.2473717
B,C,3.1123385
B,A,3.0772324
C,A,0.1562676
A,B,1.7763746999999999
C,B,0.1551934
A,C,5.4100898
B,C,3.1134506
B,A,3.080253
C,A,0.1598521
A,B,1.8188307
C,B,0.153223
A,C,5.8610028
B,C,3.1283133
B,A,3.0531445
C,A,0.15207939999999998
A,B,1.7959093000000002
C,B,0.15796229999999997
A,C,12.4379621
B,C,3.0881866
B,A,3.0579327000000003
C,A,0.1593816
A,B,1.7997418
C,B,0.1569988
A,C,5.3937727
B,C,3.1029199
B,A,3.1401482000000005
C,A,0.15596400000000002
A,B,1.7752462
C,B,0.1548928
A,C,4.5432765
B,C,3.1220432000000002
B,A,5.7191959
C,A,0.1574477
A,B,1.8190087
C,B,0.1568825
A,C,5.7808224
B,C,3.1616856
B,A,3.0215787
C,A,0.155771
A,B,1.8211134999999998
C,B,0.1586969
A,C,4.6329927
B,C,3.1037816000000005
B,A,3.1496827
C,A,0.1571674
A,B,1.7954256
C,B,0.1546786
A,C,4.3972150999999995
B,C,3.2442523999999997
B,A,3.1640161
C,A,0.15303970000000003
A,B,1.7717686999999998
C,B,0.1568359
A,C,4.743247599999999
B,C,3.2487074000000002
B,A,3.1028429
C,A,0.15959179999999998
A,B,1.7744068
C,B,0.15463429999999997
A,C,4.473146400000001
B,C,3.1861264
B,A,3.2324062999999996
C,A,0.157647
A,B,1.773786
C,B,0.1577263
A,C,3.9928642999999995
B,C,3.0463495
B,A,3.1008739
C,A,0.15479600000000002
A,B,1.7753583
C,B,0.1541621
A,C,4.1644961
B,C,3.0858103
B,A,3.4422778
C,A,0.1558483
A,B,1.8041116000000001
C,B,0.1597324
A,C,4.0669999
B,C,3.0620936
B,A,7.5655814
C,A,0.15328429999999998
A,B,1.8188513
C,B,0.15260510000000002
A,C,4.3306723
B,C,3.1953373
B,A,3.0832509999999997
C,A,0.15602149999999998
A,B,1.7719138
C,B,0.15714560000000002
A,C,3.7695381
B,C,3.1507018
B,A,3.0289057
C,A,0.1556895
A,B,1.8311844
C,B,0.1579539
A,C,6.7964611
B,C,3.2210478
B,A,3.0385174
C,A,0.1527267
A,B,1.813245
C,B,0.1559545
A,C,4.927441
B,C,3.1136432000000003
B,A,3.0822583
C,A,0.1562789
A,B,1.8258371
C,B,0.1558237
A,C,4.4107112
B,C,3.1412241
B,A,3.0592162
C,A,0.15564460000000002
A,B,1.7961463
C,B,0.1545054
A,C,6.178074
B,C,3.0925845
B,A,3.0623825
C,A,0.1602105
A,B,1.7959453999999997
C,B,0.1546664
A,C,5.0049061
B,C,3.0724433
B,A,3.0437833
C,A,0.15955899999999998
A,B,1.7972589
C,B,0.1549667
A,C,3.7685406
B,C,3.1189987
B,A,3.0363777
C,A,0.1556266
A,B,1.7724343
C,B,0.1543996
A,C,3.6076233999999996
B,C,3.1203934
B,A,3.2416655
C,A,0.1577442
A,B,1.8228918
C,B,0.154847
A,C,3.7207904000000003
B,C,3.1347264
B,A,3.1022659
C,A,0.1573715
A,B,1.7961953000000002
C,B,0.15795979999999998
A,C,3.5561939
B,C,5.1912001
B,A,3.1557334
C,A,0.1664795
A,B,1.8290003000000001
C,B,0.1530668
A,C,3.5144944
B,C,4.3004449
B,A,3.0636206
C,A,0.15243
A,B,1.7724307
C,B,0.1559635
A,C,6.7698131
B,C,3.1356279
B,A,3.0364454
C,A,0.1557691
A,B,1.7948711
C,B,0.1590188
A,C,12.342975599999999
B,C,3.1275612999999995
B,A,3.0376182
C,A,0.1529152
A,B,1.8205376
C,B,0.1525482
A,C,8.1338354
B,C,3.1665697999999995
B,A,3.1485733
C,A,0.15749349999999998
A,B,1.7714805
C,B,0.1556098
A,C,18.3945557
B,C,3.6614666
B,A,3.1057971
C,A,0.1617224
A,B,1.7948522
C,B,0.1563433
A,C,8.6737953
B,C,3.1980609
B,A,3.1544422
C,A,0.1567794
A,B,1.816159
C,B,0.15299520000000003
A,C,6.455457900000001
B,C,3.1909313999999998
B,A,3.1257496
C,A,0.15291729999999998
A,B,1.7863803
C,B,0.1525341
A,C,14.8950825
B,C,3.1499042
B,A,3.1624947999999997
C,A,0.1553255
A,B,1.7754368000000003
C,B,0.1556465
A,C,12.4179897
B,C,3.1223951000000003
B,A,3.9189906999999997
C,A,0.1565483
A,B,1.7739313
C,B,0.160939
A,C,8.3178138
B,C,3.0929550999999997
B,A,3.1002365000000003
C,A,0.1548525
A,B,1.7993162
C,B,0.1604971
A,C,8.7363899
B,C,4.665848
B,A,3.1355562999999997
C,A,0.1558764
A,B,1.8387829
C,B,0.1531766
A,C,10.265268199999998
B,C,3.1048406
B,A,3.0751339
C,A,0.1595424
A,B,1.7950781000000002
C,B,0.1577093
A,C,10.254492
B,C,3.2050848999999997
B,A,3.1082985
C,A,0.1554546
A,B,1.7723228
C,B,0.1574481
A,C,10.2677177
B,C,3.1971255000000003
B,A,3.0715137
C,A,0.153801
A,B,1.7958598000000001
C,B,0.1554494
A,C,10.3928597
B,C,3.1548495
B,A,3.1995033
C,A,0.15467170000000002
A,B,1.7967768
C,B,0.1595771
A,C,9.476328599999999
B,C,3.119174
B,A,3.0489859
C,A,0.1569033
A,B,1.7726711
C,B,0.16199129999999998
A,C,8.4198079
B,C,3.253938
B,A,3.0469729
C,A,0.1571288
A,B,1.795338
C,B,0.1571223
A,C,33.237471500000005
B,C,3.1234033
B,A,3.0445145
C,A,0.1562495
A,B,1.8114976000000003
C,B,0.1527657
A,C,6.650701
B,C,3.1292056
B,A,3.1367093999999995
C,A,0.1578781
A,B,1.7976393
C,B,0.1577654
A,C,4.3965934
B,C,3.1656414
B,A,3.0505767999999995
C,A,0.1557244
A,B,1.7997145
C,B,0.1652419
A,C,5.6346115
B,C,3.1507871
B,A,3.0484159
C,A,0.1578947
A,B,1.7711229
C,B,0.1576467
A,C,7.407216
B,C,3.1097584
B,A,3.0654235
C,A,0.1564769
A,B,1.7724639
C,B,0.1546711
A,C,7.9917925
B,C,3.0780932
B,A,3.1469044
C,A,0.1558781
A,B,1.8019433999999996
C,B,0.1547063
A,C,11.181198
B,C,3.0676587000000004
B,A,3.1080932
C,A,0.1592993
A,B,1.7956348999999998
C,B,0.156935
A,C,11.8322406
B,C,3.0896659
B,A,3.1147156000000003
C,A,0.160052
A,B,1.8212886
C,B,0.1533855
A,C,8.9395867
B,C,3.0803662
B,A,3.1524623
C,A,0.157505
A,B,1.795202
C,B,0.15467229999999998
A,C,6.4035655
B,C,3.0581555000000002
B,A,3.0478558
C,A,0.1557626
A,B,1.7719751
C,B,0.1582004
A,C,5.3535738
B,C,3.1263639
B,A,3.0670095
C,A,0.1579346
A,B,1.7948474
C,B,0.15270989999999998
A,C,4.9896079
B,C,3.1945983
B,A,3.1109912
C,A,0.1619619
A,B,1.8169012
C,B,0.1526397
A,C,4.5070209000000006
B,C,3.1582244999999998
B,A,3.1276469
C,A,0.15766770000000002
A,B,1.7724143
C,B,0.153851
A,C,5.5023634
B,C,3.1313155
B,A,3.0981651
C,A,0.1565655
A,B,1.7984682
C,B,0.15394760000000002
A,C,4.6338946
B,C,3.1306997
B,A,3.0670679
C,A,0.15649720000000003
A,B,1.7709041
C,B,0.1539253
A,C,4.648340599999999
B,C,3.1451517000000004
B,A,3.1508528
C,A,0.1618335
A,B,1.7753903999999998
C,B,0.15403239999999999
A,C,4.3332266
B,C,4.0379697
B,A,3.1838776
C,A,0.1544966
A,B,1.7708865000000003
C,B,0.15727470000000002
A,C,4.0185415
B,C,3.1312749
B,A,3.1045973
C,A,0.16186470000000003
A,B,1.7809859
C,B,0.1532257
A,C,4.339857599999999
B,C,3.1186835
B,A,3.0363402
C,A,0.1602922
A,B,1.795549
C,B,0.1542686
A,C,4.4725222
B,C,3.1910397999999995
B,A,3.12505
C,A,0.1561277
A,B,1.7738473
C,B,0.1541737
A,C,4.6711047
B,C,3.2024095
B,A,3.1610883
C,A,0.15590220000000002
A,B,1.8187681
C,B,0.152679
A,C,6.016971
B,C,3.1975484
B,A,3.1557197
C,A,0.1576136
A,B,1.7960304
C,B,0.1574649
A,C,4.8324943
B,C,3.1137269
B,A,3.0365908999999998
C,A,0.1592539
A,B,1.7875964
C,B,0.1566094
A,C,4.6602692999999995
B,C,3.1197472
B,A,3.1653896
C,A,0.1564158
A,B,1.786673
C,B,0.1579808
A,C,4.8375103
B,C,3.0588366000000002
B,A,3.0683702
C,A,0.1599544
A,B,1.7863935
C,B,0.1560192
A,C,5.225468
B,C,3.1892417
B,A,3.1016461
C,A,0.1574517
A,B,1.7947509999999998
C,B,0.15466660000000002
A,C,6.7265238
B,C,3.0396134
B,A,3.1210894000000002
C,A,0.1546526
A,B,1.8319787
C,B,0.1529494
A,C,4.8681887
B,C,3.2738403999999997
B,A,3.0346203999999997
C,A,0.1558783
A,B,1.7995067
C,B,0.1578808
A,C,5.202824400000001
B,C,3.1220609
B,A,3.836637
C,A,0.1604139
A,B,1.8208138999999999
C,B,0.1560733
A,C,4.3740017
B,C,3.0948978
B,A,3.1307815
C,A,0.1557116
A,B,1.7953298
C,B,0.1576589
A,C,4.378775599999999
B,C,3.1566051
B,A,3.0293547999999997
C,A,0.1558292
A,B,1.8293401999999999
C,B,0.154637
A,C,4.003779799999999
B,C,3.0492215
B,A,4.5386449
C,A,0.15702049999999998
A,B,1.7733123
C,B,0.1570387
A,C,4.8475152999999995
B,C,3.1169846
B,A,3.0764607999999996
C,A,0.156677
A,B,1.7701733
C,B,0.1558174
A,C,4.1501967
B,C,3.1632319
B,A,3.2459854999999997
C,A,0.154838
A,B,1.8080071
C,B,0.154408
A,C,4.3516499
B,C,3.196208
B,A,3.1034511
C,A,0.1570333
A,B,1.7697703999999999
C,B,0.1524439
A,C,3.9165302000000004
B,C,3.048843
B,A,3.0571576
C,A,0.1533996
A,B,1.8192131999999999
C,B,0.15459170000000003
A,C,3.4839263
B,C,3.1938664
B,A,3.1056388
C,A,0.16208370000000002
A,B,1.7707265
C,B,0.1637558
A,C,3.3831357000000004
B,C,3.1133045
B,A,3.1141273
C,A,0.161575
A,B,1.773648
C,B,0.1572764
A,C,3.6238540999999995
B,C,3.1179627999999995
B,A,3.1195028
C,A,0.1552873
A,B,1.8046081
C,B,0.1600917
A,C,3.5878211
B,C,3.1214367000000003
B,A,3.4052332
C,A,0.1576533
A,B,1.8184890999999999
C,B,0.1574666
A,C,3.3328721
B,C,3.0926728999999997
B,A,3.0378388
C,A,0.1595128
A,B,1.7725987
C,B,0.1578042
A,C,4.1511686
B,C,3.1411388
B,A,3.0581179
C,A,0.15297320000000003
A,B,1.8242278000000003
C,B,0.15598199999999998
A,C,4.6025408
B,C,3.1101701
B,A,3.0534494
C,A,0.1569665
A,B,1.7709058000000002
C,B,0.157475
A,C,4.2520369
B,C,3.0985942000000004
B,A,3.2387563999999998
C,A,0.1578384
A,B,1.7997014999999998
C,B,0.1540739
A,C,3.888832
B,C,3.1533842
B,A,3.0838437
C,A,0.1530128
A,B,1.8076122
C,B,0.1576795
A,C,3.7994012
B,C,3.0803242
B,A,3.0631473999999996
C,A,0.157572
A,B,1.7709085
C,B,0.1600558
A,C,6.4272164
B,C,3.189521
B,A,3.1186835
C,A,0.1577377
A,B,1.7960865000000001
C,B,0.1571806
A,C,5.728043
B,C,3.0597404999999998
B,A,3.1369336
C,A,0.1545079
A,B,1.8122165000000001
C,B,0.15568510000000002
A,C,9.4555221
B,C,3.185143
B,A,3.0642523999999995
C,A,0.1525396
A,B,1.8118333
C,B,0.156628
A,C,4.9159739
B,C,3.1158355
B,A,3.0745517
C,A,0.1532478
A,B,1.8209915
C,B,0.1566749
A,C,4.924290900000001
B,C,3.1104569
B,A,3.0373973
C,A,0.1528237
A,B,1.786442
C,B,0.15546429999999997
A,C,4.3021231
B,C,3.1240857
B,A,3.0672661
C,A,0.1524029
A,B,1.7710236
C,B,0.1571953
A,C,6.0185123
B,C,3.0397347
B,A,3.2685395
C,A,0.1546669
A,B,1.7850553
C,B,0.15528920000000002
A,C,5.1391897
B,C,3.0358569
B,A,3.0264043
C,A,0.1572858
A,B,1.8285791
C,B,0.1595449
A,C,4.7772758
B,C,3.1323591
B,A,3.1072028
C,A,0.1547685
A,B,1.7927794999999997
C,B,0.1556156
A,C,4.2262879
B,C,3.0619506
B,A,3.0381278999999997
C,A,0.1521352
A,B,1.8057772
C,B,0.15539560000000002
A,C,4.445787
B,C,3.1136581000000003
B,A,3.1168998
C,A,0.1573408
A,B,1.7944772
C,B,0.1549356
A,C,4.0701448
B,C,3.1100179
B,A,3.1522135
C,A,0.1557859
A,B,1.7970462
C,B,0.15693120000000002
A,C,4.1212054
B,C,3.183984
B,A,3.1729107999999995
C,A,0.1577183
A,B,1.8474901000000001
C,B,0.15584260000000003
A,C,4.9861878
B,C,3.1993232999999996
B,A,3.0342826
C,A,0.1526347
A,B,1.7714474999999998
C,B,0.1620541
A,C,4.3162564
B,C,3.1240966
B,A,3.1246851
C,A,0.1580032
A,B,1.7736195
C,B,0.1523765
A,C,4.3237526
B,C,3.151473
B,A,3.1278237
C,A,0.159807
A,B,1.8213426
C,B,0.1546553
A,C,6.5775619999999995
B,C,3.2465883
B,A,3.1854661
C,A,0.1563499
A,B,1.8290181
C,B,0.1571636
A,C,5.8571637999999995
B,C,3.1169325
B,A,3.0550587000000005
C,A,0.1529759
A,B,1.7897939999999999
C,B,0.1557691
A,C,5.017421700000001
B,C,3.1463022
B,A,3.0687048999999997
C,A,0.15634289999999998
A,B,1.7717143
C,B,0.1530099
A,C,5.3966373
B,C,3.1143895
B,A,3.0764887
C,A,0.1563501
A,B,1.8223226000000003
C,B,0.156361
A,C,5.336645099999999
B,C,4.4433318
B,A,3.0921016
C,A,0.1563454
A,B,1.7929271
C,B,0.1526851
A,C,5.0193999
B,C,3.0792132999999997
B,A,3.1784026
C,A,0.163793
A,B,1.8212601000000002
C,B,0.15153599999999998
A,C,6.1623459
B,C,3.8834649
B,A,3.1955953999999998
C,A,0.1573058
A,B,1.7948285
C,B,0.1542959
A,C,7.3153274999999995
B,C,3.1089217000000002
B,A,3.0741755
C,A,0.15569059999999998
A,B,1.817993
C,B,0.154953
A,C,5.2592264
B,C,3.0470627999999995
B,A,3.0243066
C,A,0.15972820000000001
A,B,1.7753768
C,B,0.1576669
A,C,4.489023
B,C,3.1086479
B,A,3.1140026
C,A,0.1624276
A,B,1.7723635
C,B,0.157934
A,C,5.1263806
B,C,3.0661342
B,A,3.0800257999999996
C,A,0.1562657
A,B,1.7736214
C,B,0.16604870000000002
A,C,6.4672749
B,C,3.1266582
B,A,3.1755557999999997
C,A,0.1567861
A,B,1.7737935
C,B,0.16259389999999999
A,C,8.2833101
B,C,3.0678514
B,A,3.214663
C,A,0.1617791
A,B,1.7952081
C,B,0.1620235
A,C,6.7775604
B,C,3.1664512000000005
B,A,3.1216114
C,A,0.1622217
A,B,1.7759756
C,B,0.15784310000000001
A,C,5.4159498
B,C,4.532830400000001
B,A,3.102115
C,A,0.1580656
A,B,1.7723818
C,B,0.1559976
A,C,5.0564229
B,C,3.1357896
B,A,3.0338054
C,A,0.1558082
A,B,1.7969245999999999
C,B,0.15623710000000002
A,C,4.7909764
B,C,3.0289502
B,A,3.120432
C,A,0.1523725
A,B,1.7892804
C,B,0.15340710000000002
A,C,4.257575900000001
B,C,3.1766816
B,A,3.0822792999999997
C,A,0.158209
A,B,1.7962028
C,B,0.15696
A,C,4.2558423
B,C,3.2678311
B,A,3.2129937
C,A,0.1542148
A,B,1.7992604
C,B,0.1603029
A,C,5.6426082
B,C,3.6495469
B,A,3.0842607999999996
C,A,0.15640929999999997
A,B,1.7719266
C,B,0.1557668
A,C,7.2181107
B,C,3.1367392000000005
B,A,3.0587671000000003
C,A,0.153256
A,B,1.7803881999999998
C,B,0.1558766
A,C,4.3677660000000005
B,C,3.1626079
B,A,3.1270826
C,A,0.1579382
A,B,1.7748238
C,B,0.1592241
A,C,6.0690317
B,C,3.160577
B,A,3.3583738
C,A,0.1548835
A,B,1.7766974
C,B,0.15769860000000002
A,C,16.8188695
B,C,3.1180988
B,A,3.1847466
C,A,0.1591229
A,B,1.8370772000000002
C,B,0.1548344
A,C,5.1418794000000005
B,C,3.2841442
B,A,3.0421095
C,A,0.1519706
A,B,1.7996914000000002
C,B,0.1580461
A,C,4.671749
B,C,3.1500526
B,A,3.1500958999999997
C,A,0.15594360000000002
A,B,1.8535616
C,B,0.15194560000000001
A,C,4.724873400000001
B,C,3.1244075000000002
B,A,3.1074505
C,A,0.154129
A,B,1.7759424
C,B,0.155513
A,C,5.1177957
B,C,3.1204155
B,A,3.1114195
C,A,0.1565745
A,B,1.776036
C,B,0.1525356
A,C,7.8940265
B,C,3.1174079
B,A,3.1522954
C,A,0.15726320000000002
A,B,1.7977941
C,B,0.1571023
A,C,14.602155300000002
B,C,3.1254231
B,A,3.1495609
C,A,0.1582753
A,B,1.794874
C,B,0.1526059
A,C,11.3815451
B,C,3.0443773999999997
B,A,3.0403469
C,A,0.1553763
A,B,1.7739561999999998
C,B,0.1527319
A,C,7.255113799999999
B,C,3.045216
B,A,3.1570021
C,A,0.1579997
A,B,1.7949618000000003
C,B,0.1576558
A,C,5.8297805
B,C,3.1286673
B,A,3.0523643
C,A,0.1560987
A,B,1.7710687
C,B,0.1595615
A,C,8.2935164
B,C,3.072301
B,A,3.0455882
C,A,0.155961
A,B,1.7744217
C,B,0.15276660000000003
A,C,16.4139634
B,C,3.1161442999999998
B,A,3.1261509999999997
C,A,0.15558
A,B,1.7728932000000002
C,B,0.16013870000000002
A,C,9.0408615
B,C,3.2520127
B,A,3.1508947999999997
C,A,0.1558665
A,B,1.7713526000000002
C,B,0.1536492
A,C,5.3892503
B,C,3.2094139999999998
B,A,3.0754784
C,A,0.15609620000000002
A,B,1.7731509
C,B,0.1590356
A,C,7.2377772
B,C,3.1396015
B,A,3.1033917
C,A,0.1548785
A,B,1.8010788
C,B,0.155935
A,C,7.4022441
B,C,3.0428704
B,A,3.0267635
C,A,0.1596592
A,B,1.8041372
C,B,0.1520393
A,C,5.7570464999999995
B,C,3.2118607999999997
B,A,3.1316274
C,A,0.1592644
A,B,1.7980571
C,B,0.16294909999999999
A,C,4.8127455
B,C,3.0388178
B,A,3.0463452999999996
C,A,0.1529095
A,B,1.8207287
C,B,0.15262779999999998
A,C,6.3400361
B,C,3.1771653
B,A,3.1088507
C,A,0.1581737
A,B,1.7729447
C,B,0.1582905
A,C,6.2659033
B,C,3.1447387000000004
B,A,3.0936779
C,A,0.15349110000000002
A,B,1.7947302
C,B,0.1548029
A,C,5.7939028
B,C,3.220328
B,A,3.1798362
C,A,0.15651529999999997
A,B,1.8564144
C,B,0.15555120000000003
A,C,5.767637000000001
B,C,3.1199473
B,A,3.1287055
C,A,0.1558581
A,B,1.7716864
C,B,0.1581328
A,C,7.8899637
B,C,3.117541
B,A,3.1333997000000005
C,A,0.1544027
A,B,1.774166
C,B,0.15688339999999998
A,C,6.5188545
B,C,3.074601
B,A,3.1272742
C,A,0.15644660000000002
A,B,1.7760422999999999
C,B,0.15994570000000002
A,C,5.4291198
B,C,3.1164435
B,A,3.1366216
C,A,0.1563952
A,B,1.7894452
C,B,0.1548365
A,C,4.4304383
B,C,3.2248429
B,A,3.0279015
C,A,0.1562942
A,B,1.7953185
C,B,0.1533546
A,C,4.4612813
B,C,3.1677695
B,A,3.0712083999999997
C,A,0.1557905
A,B,1.7964099999999998
C,B,0.1592197
A,C,18.261558100000002
B,C,3.1216162
B,A,3.2264106
C,A,0.15908889999999998
A,B,1.8240913
C,B,0.1525461
A,C,5.6047362
B,C,3.1422776000000003
B,A,3.1107322999999996
C,A,0.1567299
A,B,1.7699845
C,B,0.1528335
A,C,7.8507735
B,C,3.1359324
B,A,3.1024658
C,A,0.1577576
A,B,1.7712755
C,B,0.15799549999999998
A,C,14.175372099999999
B,C,3.1385616
B,A,3.1484352
C,A,0.1574954
A,B,1.7714521
C,B,0.15472879999999997
A,C,18.9398736
B,C,3.2756387000000005
B,A,3.0550931
C,A,0.1520578
A,B,1.7716965
C,B,0.1615469
A,C,8.6388712
B,C,3.114573
B,A,3.1653205
C,A,0.1620014
A,B,1.7939918000000001
C,B,0.1547891
A,C,6.4178609
B,C,3.1083317000000004
B,A,3.1332172000000003
C,A,0.1550089
A,B,1.7719167000000002
C,B,0.1545692
A,C,4.3227051
B,C,3.1000121
B,A,3.3284568
C,A,0.1572138
A,B,1.7966561
C,B,0.1614257
A,C,5.1799094000000006
B,C,3.130243
B,A,3.1606931
C,A,0.16543139999999998
A,B,1.7725191
C,B,0.15667279999999997
A,C,5.0836319
B,C,3.0922179
B,A,3.0659935000000003
C,A,0.15555270000000002
A,B,1.7716058000000001
C,B,0.15218389999999998
A,C,5.3994696
B,C,3.3661203
B,A,3.0883927000000004
C,A,0.152999
A,B,1.8011921999999998
C,B,0.1543318
A,C,4.461199
B,C,3.8593285
B,A,3.1136106
C,A,0.1539408
A,B,1.817449
C,B,0.1584948
A,C,4.8150752
B,C,3.115247
B,A,3.1281502
C,A,0.1577662
A,B,1.7958782
C,B,0.1572596
A,C,9.8905164
B,C,3.1496959
B,A,3.1960778999999997
C,A,0.1547542
A,B,1.793765
C,B,0.1557737
A,C,10.3670745
B,C,3.1170576
B,A,3.2028684
C,A,0.1616565
A,B,1.7728842
C,B,0.15522049999999998
A,C,5.2120354
B,C,3.0273214
B,A,3.2319501
C,A,0.1616441
A,B,1.7712543
C,B,0.1620642
A,C,4.088545900000001
B,C,3.0763269
B,A,3.1197104
C,A,0.1581523
A,B,1.7715858
C,B,0.1589491
A,C,4.9039372000000006
B,C,3.2649417
B,A,3.1302413
C,A,0.1530981
A,B,1.8129799
C,B,0.15575479999999997
A,C,4.0457758
B,C,3.1572885
B,A,3.203425
C,A,0.1531155
A,B,1.7725493
C,B,0.1562463
A,C,5.808288
B,C,3.0501252
B,A,3.0275564999999998
C,A,0.152527
A,B,1.7713724999999998
C,B,0.1551193
A,C,5.4610598
B,C,3.1550611
B,A,3.13636
C,A,0.15767089999999997
A,B,1.7717265
C,B,0.1559526
A,C,7.564977
B,C,3.0799322
B,A,3.0328334999999997
C,A,0.1551126
A,B,1.7971701
C,B,0.1534426
A,C,4.4081552
B,C,3.0692056
B,A,3.0720369
C,A,0.156142
A,B,1.8470113999999997
C,B,0.1562002
A,C,4.2272026
B,C,3.0847297
B,A,3.0409831
C,A,0.1562707
A,B,1.7729711
C,B,0.1613644
A,C,11.253367800000001
B,C,3.2285119
B,A,3.0643212
C,A,0.1558989
A,B,1.7941476000000003
C,B,0.15559820000000002
A,C,6.6707220000000005
B,C,3.0486372000000004
B,A,3.1621954
C,A,0.1594204
A,B,1.774209
C,B,0.1546207
A,C,8.8839722
B,C,3.1324534
B,A,3.1158806
C,A,0.16618829999999998
A,B,1.7965618
C,B,0.15341129999999997
A,C,5.3988853
B,C,3.8873631
B,A,3.0473999
C,A,0.15576199999999998
A,B,1.7938311999999998
C,B,0.15456570000000003
A,C,5.9542764
B,C,3.1019313
B,A,3.1082918
C,A,0.16198310000000002
A,B,1.8508198
C,B,0.15261960000000002
A,C,10.821955699999998
B,C,3.257038
B,A,3.1505221000000003
C,A,0.1556098
A,B,1.7968239
C,B,0.1531764
A,C,6.0369173
B,C,3.0757067000000005
B,A,3.1306316
C,A,0.15593959999999998
A,B,1.8006744
C,B,0.1558332
A,C,5.748588099999999
B,C,3.0365027
B,A,3.0825096000000003
C,A,0.15560410000000002
A,B,1.7757528
C,B,0.1537664
A,C,3.916011
B,C,3.1214806
B,A,3.0378531000000004
C,A,0.1557408
A,B,1.8048596999999997
C,B,0.1520611
A,C,3.8680760999999997
B,C,3.1826345000000003
B,A,3.1621924
C,A,0.1574429
A,B,1.7877387
C,B,0.1545203
A,C,4.9012332
B,C,3.1150453999999996
B,A,3.0816553
C,A,0.1566975
A,B,1.7949693
C,B,0.1537458
A,C,5.2837829
B,C,3.1410042000000002
B,A,3.1631513
C,A,0.1617551
A,B,1.8154788
C,B,0.1527964
A,C,6.7230553
B,C,3.0706352000000003
B,A,3.1157769
C,A,0.1651694
A,B,1.8083487
C,B,0.15263089999999999
A,C,5.1039335
B,C,3.15171
B,A,3.183216
C,A,0.1549007
A,B,1.7744563
C,B,0.1580022
A,C,10.979942
B,C,3.1562041
B,A,3.1981841
C,A,0.1579503
A,B,1.7714737
C,B,0.1525803
A,C,7.901932700000001
B,C,3.0885423999999997
B,A,3.0662833
C,A,0.1562245
A,B,1.8110621
C,B,0.154066
A,C,12.0561955
B,C,3.0794124
B,A,3.123421
C,A,0.1577912
A,B,1.7724786
C,B,0.1561678
A,C,6.3496439
B,C,3.1409704
B,A,3.8802315999999997
C,A,0.1608532
A,B,1.8188376
C,B,0.1550582
A,C,5.3705952
B,C,3.1058658
B,A,3.1266391
C,A,0.1578855
A,B,1.8187692
C,B,0.1574425
A,C,6.673744999999999
B,C,3.1140692
B,A,3.0971206
C,A,0.1572054
A,B,1.7715499
C,B,0.160226
A,C,5.0780975
B,C,3.0369349999999997
B,A,3.0154777999999998
C,A,0.1556448
A,B,1.7707336
C,B,0.1578779
A,C,4.2314727
B,C,3.1284334
B,A,3.0668331
C,A,0.1645784
A,B,1.7942872
C,B,0.15516570000000002
A,C,3.6844794000000003
B,C,3.1678247
B,A,3.0931297000000004
C,A,0.1618381
A,B,1.8031868000000002
C,B,0.15271179999999998
A,C,4.6358315
B,C,3.0622458
B,A,3.0227166000000003
C,A,0.15248820000000002
A,B,1.7941157
C,B,0.15325550000000002
A,C,4.190023399999999
B,C,3.1629516
B,A,3.082762
C,A,0.1564502
A,B,1.821959
C,B,0.15656040000000002
A,C,4.2204963
B,C,3.2316036
B,A,3.0402272999999997
C,A,0.1592351
A,B,1.772159
C,B,0.1557876
A,C,4.2743293
B,C,3.1713862999999995
B,A,3.1092496
C,A,0.1570822
A,B,1.7773191
C,B,0.1558892
A,C,9.4934392
B,C,3.1765208
B,A,3.1890511
C,A,0.1578737
A,B,1.8253813
C,B,0.1532348
A,C,9.569817599999999
B,C,3.1134327999999996
B,A,3.1979569
C,A,0.157416
A,B,1.8259288
C,B,0.1555753
A,C,4.6539247
B,C,3.2208588
B,A,3.0654441
