Point1,Point2,Heuristics
B,A,3.0892221
C,A,0.156202
A,B,1.795511
C,B,0.1546368
A,C,4.3742805
B,C,3.1307538
B,A,3.1212712000000002
C,A,0.15262379999999998
A,B,1.8119834
C,B,0.1560576
A,C,5.2420767
B,C,3.230434
B,A,3.1795191
C,A,0.1557595
A,B,1.7725229
C,B,0.15455539999999998
A,C,6.3739457
B,C,3.1162064999999997
B,A,3.0376301
C,A,0.15297779999999997
A,B,1.8076592
C,B,0.15860429999999998
A,C,6.0243087
B,C,3.1105873
B,A,3.0514044
C,A,0.1559249
A,B,1.823701
C,B,0.1527092
A,C,4.441193599999999
B,C,3.1407414
B,A,3.8528031
C,A,0.1530401
A,B,1.7706891
C,B,0.15662679999999998
A,C,4.8356575
B,C,3.1638563
B,A,3.115378
C,A,0.15993970000000002
A,B,1.7804282999999999
C,B,0.1526385
A,C,4.4020684
B,C,3.1121189
B,A,3.0616877999999996
C,A,0.1536045
A,B,1.8498353
C,B,0.155893
A,C,5.1926973
B,C,3.1305257999999996
B,A,3.1152657
C,A,0.1554481
A,B,1.794043
C,B,0.15777839999999999
A,C,4.186901799999999
B,C,3.2809678
B,A,3.0759573
C,A,0.1529839
A,B,1.8071922999999999
C,B,0.15712579999999998
A,C,4.3805785
B,C,3.1560353
B,A,3.0710486
C,A,0.1559117
A,B,1.7935595
C,B,0.1554414
A,C,3.9608771
B,C,3.0643275
B,A,3.1074134
C,A,0.15909589999999998
A,B,1.818132
C,B,0.15592070000000002
A,C,4.3429727
B,C,3.1387403
B,A,3.0718167999999997
C,A,0.1556434
A,B,1.7770188000000002
C,B,0.1595771
A,C,8.0176746
B,C,3.0593585
B,A,3.021049
C,A,0.1555634
A,B,1.7737015999999999
C,B,0.1856711
A,C,6.489113
B,C,3.2792224
B,A,3.0960429
C,A,0.15713529999999998
A,B,1.7971189
C,B,0.2129593
A,C,4.4526578
B,C,3.1749178
B,A,3.0255052000000004
C,A,0.1538585
A,B,1.7712449
C,B,0.1595078
A,C,5.5378106
B,C,5.2908975
B,A,3.1139132000000003
C,A,0.1554521
A,B,1.8009369
C,B,0.1532606
A,C,3.9944877
B,C,3.1417194999999998
B,A,3.0249741
C,A,0.1531886
A,B,1.7744703999999998
C,B,0.1552132
A,C,3.9498072
B,C,3.0469259
B,A,3.0377443
C,A,0.1559589
A,B,1.7780201
C,B,0.15462820000000002
A,C,4.248305
B,C,3.0482079
B,A,3.0643873999999998
C,A,0.15324820000000003
A,B,1.7947888
C,B,0.15885970000000002
A,C,4.833124099999999
B,C,3.1523995
B,A,3.0739970000000003
C,A,0.1595884
A,B,1.7710536000000001
C,B,0.15770620000000002
A,C,4.2116414
B,C,3.1675715
B,A,3.1394512000000003
C,A,0.1530733
A,B,1.7993377
C,B,0.16461070000000003
A,C,4.4067739
B,C,3.1591271
B,A,3.2434501
C,A,0.1570769
A,B,1.8180439999999998
C,B,0.1527993
A,C,4.343151799999999
B,C,3.175492
B,A,3.0787882
C,A,0.1543028
A,B,1.7947726
C,B,0.15674000000000002
A,C,3.7586160000000004
B,C,3.1270078
B,A,3.1474465
C,A,0.1625672
A,B,1.8075815
C,B,0.1601421
A,C,4.181300299999999
B,C,3.1127752
B,A,3.1789472
C,A,0.1554389
A,B,1.7701454
C,B,0.1639154
A,C,4.4901918
B,C,3.1292942000000004
B,A,3.191889
C,A,0.156412
A,B,1.7718229
C,B,0.159028
A,C,4.1120171
B,C,3.1761926
B,A,3.0367874
C,A,0.1564616
A,B,1.772762
C,B,0.1574345
A,C,4.736300599999999
B,C,3.0553144
B,A,3.0681653
C,A,0.1563163
A,B,1.7948165
C,B,0.1549789
A,C,4.347552
B,C,3.2014529
B,A,3.1068587000000005
C,A,0.1560309
A,B,1.7709551
C,B,0.1626575
A,C,4.2666724
B,C,3.1028721000000004
B,A,3.8625001000000005
C,A,0.1565006
A,B,1.794773
C,B,0.15380120000000003
A,C,4.2564428
B,C,3.1244612999999997
B,A,3.0263304
C,A,0.1541938
A,B,1.7727814999999998
C,B,0.1570965
A,C,4.6623887999999996
B,C,3.0948333
B,A,3.1075028
C,A,0.16034089999999998
A,B,1.7749328999999998
C,B,0.1554017
A,C,3.9979548
B,C,3.1797092
B,A,3.1259685
C,A,0.15490410000000002
A,B,1.7718088
C,B,0.1601847
A,C,3.6539662000000006
B,C,3.1010942000000004
B,A,3.0932083
C,A,0.1572
A,B,1.7948415
C,B,0.1548352
A,C,3.6054136
B,C,3.1153686
B,A,3.1336187
C,A,0.1547229
A,B,1.7983297
C,B,0.15516549999999998
A,C,3.6461549
B,C,3.1133438
B,A,3.0700232000000005
C,A,0.1598739
A,B,1.7708073
C,B,0.15465720000000002
A,C,4.2181683
B,C,3.1825112
B,A,3.1621933
C,A,0.15627660000000002
A,B,1.7943951
C,B,0.16306610000000002
A,C,6.1093082
B,C,3.0537746
B,A,3.1578481
C,A,0.1627934
A,B,2.2479793999999997
C,B,0.1543649
A,C,5.122536900000001
B,C,3.0992249
B,A,3.0505763999999997
C,A,0.1537172
A,B,1.8132824
C,B,0.1640279
A,C,5.4001337
B,C,3.0814657000000003
B,A,3.0299926
C,A,0.15548270000000003
A,B,1.7950481
C,B,0.1523173
A,C,5.510221700000001
B,C,3.0411363999999996
B,A,3.011284
C,A,0.152831
A,B,1.7694288
C,B,0.1559711
A,C,4.359937599999999
B,C,3.1429409
B,A,3.0332316
C,A,0.1646103
A,B,1.8317979
C,B,0.1527831
A,C,4.5286645
B,C,3.1400195
B,A,3.0900566
C,A,0.1532453
A,B,1.7940588
C,B,0.1556438
A,C,4.310738099999999
B,C,3.0486941
B,A,3.1282709
C,A,0.1571779
A,B,1.7944877
C,B,0.1545205
A,C,4.5989718
B,C,3.0235112999999996
B,A,3.0463482999999996
C,A,0.1524684
A,B,1.7940636
C,B,0.1559117
A,C,5.3784584
B,C,3.1712024
B,A,3.1359703999999997
C,A,0.15684260000000003
A,B,1.835188
C,B,0.15307620000000002
A,C,6.944156
B,C,3.1305142999999997
B,A,3.1149742999999996
C,A,0.1539738
A,B,1.7709789
C,B,0.1579184
A,C,10.338838800000001
B,C,3.1049653
B,A,3.1655662
C,A,0.1573104
A,B,1.8189348
C,B,0.1543322
A,C,8.9553194
B,C,3.153541
B,A,3.9179949
C,A,0.1609264
A,B,1.8187652
C,B,0.1573442
A,C,11.1870864
B,C,3.0326126
B,A,3.0405976000000003
C,A,0.1559144
A,B,1.7819009
C,B,0.1528132
A,C,6.137077400000001
B,C,3.1859610000000003
B,A,3.2281297
C,A,0.1548703
A,B,1.77085
C,B,0.1581662
A,C,6.1870466
B,C,3.1105142000000003
B,A,3.0212386
C,A,0.1555499
A,B,1.8401505
C,B,0.1523855
A,C,5.0255683
B,C,3.2140063
B,A,4.2995608
C,A,0.15244620000000003
A,B,1.8178865000000002
C,B,0.1593997
A,C,8.8571896
B,C,3.1068067999999998
B,A,3.0216818
C,A,0.1554408
A,B,1.7717024
C,B,0.1548592
A,C,6.0275854
B,C,3.0739959999999997
B,A,3.0367088
C,A,0.1524875
A,B,1.7703767
C,B,0.1552967
A,C,5.0539868
B,C,3.107558
B,A,3.0113304
C,A,0.1551865
A,B,1.7708103
C,B,0.15438659999999998
A,C,9.3193237
B,C,3.1180461
B,A,4.5528622
C,A,0.152911
A,B,1.7952981
C,B,0.1612928
A,C,6.0701267
B,C,3.2322108
B,A,3.1392457
C,A,0.16031529999999997
A,B,1.7730007
C,B,0.1547338
A,C,10.2174
B,C,3.1784863999999997
B,A,3.0890081
C,A,0.1536969
A,B,1.7721038
C,B,0.158065
A,C,6.5395405
B,C,3.1005682
B,A,3.1943088
C,A,0.161639
A,B,1.7944445
C,B,0.1545289
A,C,5.2918494
B,C,3.0910646
B,A,3.0191193
C,A,0.1526996
A,B,1.7710473000000002
C,B,0.1592657
A,C,4.3163527
B,C,3.1513443
B,A,3.0987005
C,A,0.15933370000000002
A,B,1.7715147
C,B,0.1527737
A,C,4.2909755
B,C,3.2540167
B,A,3.1859624
C,A,0.1556637
A,B,1.7797598
C,B,0.1553213
A,C,4.1311156
B,C,3.1473925
B,A,3.1488122000000005
C,A,0.1592638
A,B,1.7714212
C,B,0.1535457
A,C,3.8309145
B,C,3.1827707000000003
B,A,3.1621591000000002
C,A,0.1532352
A,B,1.7830419999999998
C,B,0.1554443
A,C,3.757822
B,C,3.1048102
B,A,3.0666574
C,A,0.1603671
A,B,1.7940527
C,B,0.154734
A,C,3.7448883
B,C,4.0884792999999995
B,A,3.1504119
C,A,0.1573623
A,B,1.7936015
C,B,0.15528920000000002
A,C,4.5028357
B,C,3.1537441000000004
B,A,3.1164998
C,A,0.1572443
A,B,1.7970353
C,B,0.15628039999999999
A,C,5.5326651
B,C,3.0174665000000003
B,A,3.0764968999999995
C,A,0.15333870000000002
A,B,1.7994573
C,B,0.1580213
A,C,10.766411
B,C,3.7831977
B,A,3.073829
C,A,0.15594229999999998
A,B,1.9462085
C,B,0.1527997
A,C,6.6507320000000005
B,C,3.0285324
B,A,3.0321637999999997
C,A,0.1561995
A,B,1.7970802
C,B,0.1554536
A,C,6.930737
B,C,3.1103996
B,A,3.2326251
C,A,0.1548957
A,B,1.7707246
C,B,0.1625374
A,C,5.5434958
B,C,3.0961348
B,A,3.0887438
C,A,0.1577866
A,B,1.8187876
C,B,0.1563341
A,C,4.4759269
B,C,3.2137865
B,A,3.1050377
C,A,0.15808470000000002
A,B,1.7960458
C,B,0.1588435
A,C,5.537132
B,C,3.0216064
B,A,3.018789
C,A,0.15586150000000001
A,B,1.7963168
C,B,0.1547947
A,C,11.5126395
B,C,3.1099962000000003
B,A,3.102593
C,A,0.1547448
A,B,1.7702715
C,B,0.15712079999999998
A,C,14.070311
B,C,3.1290141
B,A,3.0557152000000003
C,A,0.1609594
A,B,1.7964348
C,B,0.15507079999999998
A,C,5.3210938
B,C,3.2274782
B,A,3.0264129
C,A,0.1571981
A,B,1.8180784
C,B,0.1577242
A,C,7.4216319
B,C,3.1770723
B,A,3.0148215
C,A,0.1561559
A,B,1.8037694
C,B,0.157563
A,C,10.1458915
B,C,3.1169762000000003
B,A,3.0193065
C,A,0.1525629
A,B,1.7736637999999998
C,B,0.155936
A,C,11.3114114
B,C,3.0550889
B,A,3.0175736
C,A,0.1562906
A,B,1.7719627
C,B,0.1550263
A,C,5.6225582
B,C,3.2489524
B,A,3.1669023
C,A,0.1554072
A,B,1.7955671000000002
C,B,0.1577719
A,C,8.403211599999999
B,C,3.1530815
B,A,3.1126963
C,A,0.1525799
A,B,1.7727547
C,B,0.1603193
A,C,14.4907891
B,C,3.0921277999999996
B,A,3.0897146
C,A,0.1573058
A,B,1.7707542
C,B,0.154627
A,C,6.2221019
B,C,3.0933567
B,A,3.1872608
C,A,0.1533322
A,B,2.2618177000000004
C,B,0.15591989999999997
A,C,14.01093
B,C,3.1040872999999998
B,A,3.0133275
C,A,0.1582697
A,B,1.8202206
C,B,0.1546606
A,C,12.6416993
B,C,3.0553824
B,A,3.0707423
C,A,0.15262879999999998
A,B,1.8127481
C,B,0.16040810000000003
A,C,12.2070791
B,C,3.1332703
B,A,3.0147667
C,A,0.1557868
A,B,1.7714368000000003
C,B,0.15359920000000002
A,C,14.6975589
B,C,3.1044503
B,A,3.1899321
C,A,0.1530483
A,B,1.7713362000000001
C,B,0.1571563
A,C,6.6849601
B,C,3.0522348
B,A,3.0863857999999995
C,A,0.1587925
A,B,1.8130448
C,B,0.1546368
A,C,8.0762169
B,C,3.1480047
B,A,3.0494682
C,A,0.1570513
A,B,1.7697517
C,B,0.15883
A,C,12.8144363
B,C,3.1122697999999995
B,A,3.0204002
C,A,0.15572
A,B,1.7722756000000002
C,B,0.1546257
A,C,7.662428500000001
B,C,3.1067362999999997
B,A,3.0264671
C,A,0.1524432
A,B,1.7718019
C,B,0.1568911
A,C,9.827518800000002
B,C,3.0416583
B,A,3.0589732999999995
C,A,0.1535171
A,B,1.7708101000000003
C,B,0.1598158
A,C,11.060667599999999
B,C,3.1129203
B,A,3.1027595
C,A,0.16541129999999998
A,B,2.115163
C,B,0.159083
A,C,7.2474916
B,C,3.1016241
B,A,3.0968525
C,A,0.1573751
A,B,1.7942196
C,B,0.1554605
A,C,7.7865587
B,C,3.0807821
B,A,3.2691087000000003
C,A,0.16179649999999998
A,B,1.7732061
C,B,0.15733029999999998
A,C,9.5667953
B,C,3.1256479
B,A,3.2485004
C,A,0.1544128
A,B,1.7969673
C,B,0.1567822
A,C,5.9507551
B,C,3.1306808
B,A,3.1098557999999996
C,A,0.1557893
A,B,1.8249422999999998
C,B,0.1574691
A,C,9.062049900000002
B,C,3.1865547
B,A,3.1098228
C,A,0.1525312
A,B,1.7717512999999998
C,B,0.15882860000000001
A,C,6.576577499999999
B,C,3.0812297
B,A,3.0540171
C,A,0.1594406
A,B,1.7721843999999998
C,B,0.1548306
A,C,6.670967500000001
B,C,3.1417962000000004
B,A,3.1091963
C,A,0.15525870000000003
A,B,1.7957544
C,B,0.1617669
A,C,8.597123800000002
B,C,3.0561312999999997
B,A,6.418317500000001
C,A,0.15569860000000002
A,B,1.7725085999999999
C,B,0.1533391
A,C,7.4811182
B,C,3.0317293999999997
B,A,3.0481474
C,A,0.1530828
A,B,1.8188476999999998
C,B,0.15733029999999998
A,C,11.3985206
B,C,3.1515234
B,A,3.0234982999999995
C,A,0.1553904
A,B,1.7937375
C,B,0.1530851
A,C,7.6033766
B,C,3.1807293
B,A,3.0895029999999997
C,A,0.1547011
A,B,1.797657
C,B,0.1555449
A,C,6.680655
B,C,3.0722997000000003
B,A,3.0388224999999998
C,A,0.1595836
A,B,1.7707311000000001
C,B,0.1526013
A,C,6.1827455
B,C,3.171675
B,A,3.0888656
C,A,0.1521207
A,B,1.7966511000000003
C,B,0.1591735
A,C,10.0842688
B,C,3.1163394
B,A,3.1272022
C,A,0.15730429999999998
A,B,1.772674
C,B,0.1545224
A,C,6.4126392999999995
B,C,3.199477
B,A,3.1466423999999997
C,A,0.1550068
A,B,1.7924862000000001
C,B,0.15807000000000002
A,C,8.2357148
B,C,3.1963557999999996
B,A,3.1071262
C,A,0.1569963
A,B,1.8176285
C,B,0.1573799
A,C,13.558771900000002
B,C,3.0983808999999995
B,A,3.0264251
C,A,0.1533389
A,B,1.8281105
C,B,0.1559818
A,C,24.5005794
B,C,3.2123768
B,A,3.1188773
C,A,0.1598128
A,B,1.7804961
C,B,0.1523817
A,C,23.2380458
B,C,3.1189042
B,A,3.0754134
C,A,0.15626
A,B,1.7744096999999999
C,B,0.15897579999999997
A,C,14.8748645
B,C,3.0641306
B,A,3.0139617000000003
C,A,0.1562031
A,B,1.7996963
C,B,0.15726
A,C,11.4947944
B,C,3.1801165
B,A,3.0239404999999997
C,A,0.1523859
A,B,2.0835488
C,B,0.1557229
A,C,14.462563399999999
B,C,3.0869502
B,A,3.0529394
C,A,0.16039460000000003
A,B,1.7956557
C,B,0.15463870000000002
A,C,9.6162862
B,C,3.1498223
B,A,3.1094953
C,A,0.154594
A,B,1.774973
C,B,0.1568789
A,C,23.9055463
B,C,3.1216485
B,A,3.0404162
C,A,0.1613953
A,B,1.7963441000000002
C,B,0.154928
A,C,11.5610899
B,C,3.2372563
B,A,3.1079679000000002
C,A,0.15701579999999998
A,B,1.7992528
C,B,0.1613214
A,C,8.3664964
B,C,3.1001578
B,A,3.0862168
C,A,0.1617106
A,B,1.7727354
C,B,0.15471410000000002
A,C,11.8153401
B,C,3.121169
B,A,3.0717988
C,A,0.1526966
A,B,1.7943466
C,B,0.1568218
A,C,8.113402
B,C,3.2098628
B,A,3.1214276
C,A,0.1629441
A,B,1.771829
C,B,0.154358
A,C,13.860901
B,C,3.0628639
B,A,3.0773126
C,A,0.1532421
A,B,1.7949066000000002
C,B,0.1574815
A,C,28.0330505
B,C,3.0716428
B,A,3.1839023999999996
C,A,0.15902950000000002
A,B,1.798746
C,B,0.1535612
A,C,15.899619099999999
B,C,3.1182601
B,A,3.1980472
C,A,0.15370379999999997
A,B,1.7833096999999998
C,B,0.1635616
A,C,7.5151772
B,C,3.1867706
B,A,3.0289057
C,A,0.15645
A,B,1.7943620999999998
C,B,0.1545598
A,C,6.333022799999999
B,C,3.2277056
B,A,3.1251764
C,A,0.1545209
A,B,1.8417094
C,B,0.1580175
A,C,9.4626964
B,C,3.1384608
B,A,3.0351183999999995
C,A,0.1565052
A,B,1.7971063
C,B,0.1532331
A,C,13.114460699999999
B,C,3.1168347
B,A,3.1839284
C,A,0.15843089999999999
A,B,1.8385553
C,B,0.1577425
A,C,7.1372375
B,C,3.1613736
B,A,3.1919228
C,A,0.1577956
A,B,1.7943088
C,B,0.1561619
A,C,6.295182700000001
B,C,3.2075046
B,A,3.1428237
C,A,0.1591882
A,B,1.8260174
C,B,0.15607120000000002
A,C,5.9971832
B,C,3.1129572
B,A,3.0734482000000005
C,A,0.1605011
A,B,1.7977762
C,B,0.1525923
A,C,11.9190814
B,C,3.18877
B,A,3.1452417
C,A,0.1536078
A,B,1.8179529
C,B,0.1573106
A,C,8.4845751
B,C,3.1062504
B,A,3.1731512
C,A,0.1567765
A,B,1.823089
C,B,0.1536614
A,C,8.2023358
B,C,3.1407857000000003
B,A,3.0263577
C,A,0.1568932
A,B,1.7990878000000001
C,B,0.1615832
A,C,7.726927000000001
B,C,3.1866528
B,A,3.1745714
C,A,0.1605914
A,B,1.7984613
C,B,0.1551938
A,C,15.1996316
B,C,3.2082525
B,A,3.139051
C,A,0.15438970000000002
A,B,1.8088137
C,B,0.15598979999999998
A,C,17.8620457
B,C,3.220235
B,A,3.111472
C,A,0.1634434
A,B,1.7979438
C,B,0.1589638
A,C,14.996799900000001
B,C,3.2060165
B,A,3.1553786
C,A,0.1540473
A,B,1.7714168000000001
C,B,0.1562489
A,C,27.1249732
B,C,3.1939615000000003
B,A,3.1192636
C,A,0.15470970000000003
A,B,1.7705879
C,B,0.1555783
A,C,8.644444
B,C,3.0513627999999997
B,A,3.0186248
C,A,0.1549285
A,B,1.7732596
C,B,0.1589121
A,C,10.9456673
B,C,3.0846805
B,A,3.0317535
C,A,0.1598582
A,B,1.7736249
C,B,0.1641681
A,C,16.8850796
B,C,3.243169
B,A,3.0971216
C,A,0.15389879999999997
A,B,1.7937445
C,B,0.1532728
A,C,6.6247613
B,C,3.2234398
B,A,3.128071
C,A,0.1529517
A,B,1.7971978
C,B,0.1603308
A,C,7.8158506999999995
B,C,3.1968419
B,A,3.022809
C,A,0.152953
A,B,1.7957421999999998
C,B,0.15471849999999998
A,C,8.612229
B,C,3.1214106
B,A,3.249779
C,A,0.1535211
A,B,1.7948467000000001
C,B,0.157816
A,C,8.7513766
B,C,3.1088026
B,A,3.0830547000000004
C,A,0.1567219
A,B,1.7696413
C,B,0.1533836
A,C,7.8884469
B,C,4.8871194000000004
B,A,3.0159217000000003
C,A,0.15300039999999998
A,B,1.795375
C,B,0.16019270000000002
A,C,7.0040954
B,C,3.1419971
B,A,3.1128325
C,A,0.1564026
A,B,1.7931584999999999
C,B,0.1527601
A,C,6.2417356
B,C,3.1129388
B,A,3.0284272
C,A,0.1527846
A,B,1.7981581000000002
C,B,0.1559845
A,C,4.486299900000001
B,C,3.1237513999999997
B,A,7.5021913
C,A,0.16015320000000002
A,B,1.8258868
C,B,0.1531361
A,C,10.3524189
B,C,7.4059256
B,A,3.0314711
C,A,0.152396
A,B,1.8227973999999998
C,B,0.16801329999999998
A,C,5.688814
B,C,3.1617459
B,A,3.0292653
C,A,0.1561844
A,B,1.7709991999999999
C,B,0.1581296
A,C,8.865835699999998
B,C,3.1718734
B,A,3.218531
C,A,0.1546037
A,B,1.7956168
C,B,0.1561095
A,C,12.2303759
B,C,3.2192346
B,A,3.2004638
C,A,0.1547809
A,B,1.8038055
C,B,0.1573994
A,C,12.77881
B,C,3.1327522
B,A,3.1013669
C,A,0.1613514
A,B,1.7705025
C,B,0.1560904
A,C,6.8646189
B,C,3.0665583
B,A,3.0783485
C,A,0.1546549
A,B,1.770358
C,B,0.1608805
A,C,8.9448223
B,C,3.1001227000000005
B,A,3.0591041000000003
C,A,0.1531846
A,B,1.7715856
C,B,0.1584698
A,C,4.3264214999999995
B,C,3.2051657000000002
B,A,3.057039
C,A,0.1534598
A,B,1.7976826
C,B,0.1555636
A,C,12.2239755
B,C,3.0468648
B,A,3.0484058
C,A,0.15889029999999998
A,B,1.7737181
C,B,0.1546969
A,C,13.5954508
B,C,3.0977739
B,A,3.1342769
C,A,0.15991470000000002
A,B,1.7972358
C,B,0.15640720000000002
A,C,10.9510594
B,C,3.2524778
B,A,3.1608011
C,A,0.1574139
A,B,1.7795488
C,B,0.1565336
A,C,12.5381201
B,C,3.1331301
B,A,3.1137962
C,A,0.152256
A,B,1.7838526999999997
C,B,0.1597979
A,C,12.341034599999999
B,C,5.034171
B,A,3.0983326
C,A,0.1594918
A,B,1.8103269
C,B,0.1578487
A,C,15.6057685
B,C,3.1190287
B,A,3.8529906000000005
C,A,0.15420999999999999
A,B,1.7958583
C,B,0.1588481
A,C,6.3988518
B,C,3.2292889
B,A,3.0240427000000003
C,A,0.1560055
A,B,1.7713523999999998
C,B,0.1547771
A,C,5.614016
B,C,3.1925609
B,A,3.1366145
C,A,0.15377249999999998
A,B,1.7792689
C,B,0.1608674
A,C,13.4673052
B,C,3.1302839
B,A,3.1121376
C,A,0.1571846
A,B,1.7707218999999996
C,B,0.1546116
A,C,11.6251326
B,C,3.1029592
B,A,3.1053235
C,A,0.1549385
A,B,1.8182359000000001
C,B,0.1577893
A,C,6.256778
B,C,3.1930064
B,A,3.1060052
C,A,0.1660886
A,B,1.7700136999999998
C,B,0.1523536
A,C,5.912681299999999
B,C,3.0610054
B,A,3.0453968
C,A,0.1537069
A,B,1.7693253
C,B,0.1554804
A,C,9.7667683
B,C,3.1597316
B,A,3.8085441
C,A,0.1550349
A,B,1.7709778
C,B,0.1545986
A,C,7.0867014
B,C,3.1171362
B,A,3.0662707
C,A,0.15385120000000002
A,B,1.7998424
C,B,0.1601469
A,C,7.4932628
B,C,3.0468903999999997
B,A,3.1479489
C,A,0.157804
A,B,1.8117212
C,B,0.15350429999999998
A,C,6.1753351
B,C,3.0583144
B,A,3.1006262
C,A,0.15751279999999998
A,B,1.7829503
C,B,0.1560171
A,C,6.1393546
B,C,3.1533773
B,A,3.1363374
C,A,0.1586533
A,B,1.7832903999999998
C,B,0.1534336
A,C,5.7642387
B,C,3.1175223
B,A,3.228912
C,A,0.15436960000000002
A,B,1.7710251000000001
C,B,0.1587815
A,C,4.8626112
B,C,3.2173849
B,A,3.0797351
C,A,0.15608640000000001
A,B,1.7978157
C,B,0.153207
A,C,7.2319713000000005
B,C,3.2435857999999995
B,A,3.1735109
C,A,0.1528501
A,B,1.7829251
C,B,0.1569833
A,C,22.2095446
B,C,3.1114687
B,A,3.1486567
C,A,0.15950479999999997
A,B,1.8048907
C,B,0.154708
A,C,16.688422199999998
B,C,3.0682961
B,A,3.0640382
C,A,0.15281170000000002
A,B,1.7943542000000001
C,B,0.1575434
A,C,13.0275558
B,C,3.0503326
B,A,3.0649937
C,A,0.1594956
A,B,1.7949779
C,B,0.1587083
A,C,15.4501656
B,C,3.2600076000000002
B,A,3.1871594
C,A,0.1550263
A,B,1.7713545
C,B,0.16018870000000002
A,C,17.7913282
B,C,3.2469778
B,A,4.306841599999999
C,A,0.1556043
A,B,1.795178
C,B,0.15434920000000002
A,C,8.460507199999999
B,C,3.220113
B,A,3.0373685
C,A,0.1530118
A,B,1.7763008000000002
C,B,0.16030940000000002
A,C,5.7404032
B,C,3.1121122
B,A,3.0551141
C,A,0.16182249999999998
A,B,1.8179419
C,B,0.1548909
A,C,6.614335400000001
B,C,3.0468539
B,A,3.1133968999999997
C,A,0.15885339999999998
A,B,1.8048435
C,B,0.1600667
A,C,8.2640925
B,C,3.1138353
B,A,3.0204445
C,A,0.1563675
A,B,1.7718584
C,B,0.1548388
A,C,10.0323516
B,C,3.1940407
B,A,3.0135731
C,A,0.1523996
A,B,1.7978961
C,B,0.1574269
A,C,5.0500834999999995
B,C,3.125004
B,A,3.0115641
C,A,0.15552349999999998
A,B,1.8059579
C,B,0.154956
A,C,9.6620204
B,C,3.108822
B,A,3.1021095
C,A,0.1575571
A,B,1.770657
C,B,0.15524949999999998
A,C,12.4466351
B,C,3.1917977000000004
B,A,3.1445747
C,A,0.15764720000000002
A,B,1.8257290000000002
C,B,0.15250139999999998
A,C,9.1311207
B,C,3.1265853999999997
B,A,3.126657
C,A,0.1545892
A,B,1.8570038
C,B,0.1584855
A,C,4.6532384
B,C,3.0222908
B,A,3.102732
C,A,0.1598284
A,B,1.7739795
C,B,0.1533952
A,C,5.8075395
B,C,3.0431407999999998
B,A,3.1260737
C,A,0.15625450000000002
A,B,1.7956294
C,B,0.1620249
A,C,5.502697400000001
B,C,3.0946162
B,A,3.0998561
C,A,0.15988970000000002
A,B,1.7711164
C,B,0.15683039999999998
A,C,7.206515799999999
B,C,3.0135204
B,A,3.1290582000000002
C,A,0.1557996
A,B,1.7954539
C,B,0.1624356
A,C,5.7408649
B,C,3.1864974
B,A,3.0306601000000004
C,A,0.1593022
A,B,1.8216478999999999
C,B,0.15542999999999998
A,C,7.7649409
B,C,3.1599163
B,A,3.190019
C,A,0.1597671
A,B,1.7855986
C,B,0.15585539999999998
A,C,7.7763679
B,C,3.1193774
B,A,3.0232054
C,A,0.1591089
A,B,1.7716516
C,B,0.1545165
A,C,14.5997198
B,C,3.0245359
B,A,3.0984374
C,A,0.1547529
A,B,1.7715224
C,B,0.15705870000000002
A,C,18.3948982
B,C,3.0968623
B,A,3.031401
C,A,0.1559749
A,B,1.7702950000000002
C,B,0.1546935
A,C,8.1577165
B,C,3.1188542
B,A,3.0835271
C,A,0.15246629999999997
A,B,1.7721869
C,B,0.1600944
A,C,7.564097900000001
B,C,3.1017354
B,A,3.0185161
C,A,0.1528489
A,B,1.7714515
C,B,0.1574118
A,C,6.3984373
B,C,3.1981554
B,A,3.117567
C,A,0.1572336
A,B,1.810962
C,B,0.1546465
A,C,9.2609
B,C,3.0685388
B,A,3.0157012
C,A,0.1556377
A,B,1.7724882
C,B,0.1619628
A,C,7.1918546
B,C,3.052434
B,A,3.0378130000000003
C,A,0.155797
A,B,1.794313
C,B,0.16106710000000002
A,C,4.321132599999999
B,C,3.1029245
B,A,3.0262554
C,A,0.15339560000000002
A,B,2.0973101
C,B,0.1570878
A,C,9.9602986
B,C,3.1530506000000003
B,A,3.0935658
C,A,0.1573003
A,B,1.7972578000000001
C,B,0.1545151
A,C,5.0615346
B,C,3.2505371
B,A,3.1753673
C,A,0.1578664
A,B,1.7735355
C,B,0.16194370000000002
A,C,4.3824047
B,C,3.0327455000000003
B,A,3.0948245
C,A,0.1637438
A,B,1.772727
C,B,0.15750820000000001
A,C,4.1509918
B,C,3.0339624
B,A,3.1403257
C,A,0.1523074
A,B,1.8196603999999998
C,B,0.155936
A,C,4.2285417
B,C,3.2101404
B,A,3.2305737999999997
C,A,0.1594946
A,B,1.7932567
C,B,0.15459170000000003
A,C,3.8168719
B,C,3.2089944999999997
B,A,3.052396
C,A,0.1566245
A,B,1.7717689
C,B,0.1577534
A,C,3.8833156000000004
B,C,3.1431789
B,A,3.0926912
C,A,0.15494000000000002
A,B,1.8186006
C,B,0.1637468
A,C,3.9839343
B,C,3.1013856
B,A,3.1639867
C,A,0.1572818
A,B,1.8163551
C,B,0.1529576
A,C,4.102796499999999
B,C,3.0602592
B,A,3.2589914
C,A,0.1552476
A,B,1.7973034
C,B,0.16621860000000002
A,C,4.5383417999999995
B,C,3.1080426
B,A,3.0976744
C,A,0.1606187
A,B,1.7705413
C,B,0.1545568
A,C,4.9785992
B,C,3.0905227
B,A,3.0577938
C,A,0.1533504
