Point1,Point2,PredictedCost
B,C,26.830270000000002
B,A,26.62164
C,A,0.45456216
A,B,2.4498716
C,B,0.73545203
A,C,5.771605
B,C,26.8461
B,A,26.613486
C,A,0.46200749999999996
A,B,2.4514087000000004
C,B,0.64601004
A,C,5.769670400000001
B,C,26.85455
B,A,26.61444
C,A,0.4765615
A,B,2.500593
C,B,0.6477803
A,C,5.7705459999999995
B,C,26.867858000000002
B,A,26.630091999999998
C,A,0.45362264
A,B,2.4984471
C,B,0.6830856
A,C,5.7789410000000005
B,C,26.829642
B,A,26.60845
C,A,0.46293437
A,B,2.5269844
C,B,0.72347894
A,C,5.7813063
B,C,26.856756
B,A,26.634421999999997
C,A,0.44582784
A,B,2.5030243999999997
C,B,0.68005472
A,C,5.7822723
B,C,26.866597
B,A,26.623008000000002
C,A,0.45155734
A,B,2.5040798
C,B,0.6675534
A,C,5.788804
B,C,26.87527
B,A,26.648396
C,A,0.46747923
A,B,2.4882976
C,B,0.66509545
A,C,5.831765
B,C,26.874745
B,A,26.660937
C,A,0.4402809
A,B,2.6509989
C,B,0.7222533
A,C,5.812095
B,C,27.011925
B,A,26.58711
C,A,0.46982765
A,B,2.5296379
C,B,0.71781874
A,C,5.795236
B,C,26.881987
B,A,26.61358
C,A,0.4799217
A,B,2.5365338
C,B,0.7815383
A,C,5.782177
B,C,27.05375
B,A,26.677707
C,A,0.5065672
A,B,2.5159605
C,B,0.68962947
A,C,5.812374500000001
B,C,26.965970000000002
B,A,26.585668
C,A,0.55736452
A,B,2.5659282
C,B,0.69112703
A,C,5.8426253
B,C,26.902573999999998
B,A,26.614094
C,A,0.5614415
A,B,2.5159579
C,B,0.7340163
A,C,5.8059648
B,C,26.97727
B,A,26.664075
C,A,0.44905692
A,B,2.5240306
C,B,0.66078976
A,C,5.8182634
B,C,27.082533
B,A,26.584238
C,A,0.4911706
A,B,2.5558263
C,B,0.69316328
A,C,5.828786
B,C,27.054554
B,A,26.600194000000002
C,A,0.53382963
A,B,2.5689825
C,B,0.74913204
A,C,5.8292963
B,C,27.08869
B,A,26.655227
C,A,0.5301236999999999
A,B,2.550536
C,B,0.7320769
A,C,5.8242
B,C,27.04989
B,A,26.712840000000003
C,A,0.4265055
A,B,2.5599957
C,B,0.73689297
A,C,5.863603
B,C,27.00981
B,A,26.609441999999998
C,A,0.47422424
A,B,2.5259419999999997
C,B,0.69833547
A,C,5.834207
B,C,27.122706
B,A,26.68059
C,A,0.46696365
A,B,2.5480993
C,B,0.69597363
A,C,5.838782
B,C,27.058905
B,A,26.6186
C,A,0.5168855
A,B,2.5853977
C,B,0.73937178
A,C,5.90984
B,C,26.978093
B,A,26.679993
C,A,0.43581203
A,B,2.554765
C,B,0.68576634
A,C,5.844104
B,C,27.173203000000004
B,A,26.620138
C,A,0.48495233
A,B,2.5906794
C,B,0.7314712
A,C,5.8470152
B,C,27.005686999999998
B,A,26.653308000000003
C,A,0.49963444
A,B,2.5922265
C,B,0.74767396
A,C,5.832705000000001
B,C,27.015340000000002
B,A,26.69554
C,A,0.46237559999999994
A,B,2.5952403
C,B,0.7035531
A,C,5.868035
B,C,27.057546000000002
B,A,26.747328000000003
C,A,0.40349959999999996
A,B,2.6055604
C,B,0.70354715
A,C,5.8669228
B,C,27.007788
B,A,26.782215
C,A,0.52766055
A,B,2.6055682
C,B,0.743179
A,C,5.939873
B,C,27.046305
B,A,26.629203999999998
C,A,0.53225905
A,B,2.6123889
C,B,0.7379979
A,C,5.8599096
B,C,27.071908
B,A,26.653928000000004
C,A,0.50252452
A,B,2.6129484
C,B,0.74702427
A,C,5.852925
B,C,27.113467
B,A,26.666826
C,A,0.47450215
A,B,2.6136458
C,B,0.73302314
A,C,5.845253
B,C,26.9678
B,A,26.674014
C,A,0.46874136
A,B,2.6262752999999996
C,B,0.73591843
A,C,5.853794000000001
B,C,27.085364
B,A,26.784182
C,A,0.37376732
A,B,2.6292156
C,B,0.7135667
A,C,5.871243
B,C,26.997206
B,A,26.811218
C,A,0.5097486
A,B,2.6282490000000003
C,B,0.8067086
A,C,5.8704123
B,C,27.03209
B,A,26.819783
C,A,0.5009398
A,B,2.6314187999999996
C,B,0.75496957
A,C,5.8736794
B,C,27.016865999999997
B,A,26.668075
C,A,0.5434647
A,B,2.6368967999999997
C,B,0.7831395
A,C,5.8675725
B,C,27.037644
B,A,26.665390000000002
C,A,0.57167634
A,B,2.63636
C,B,0.8459419
A,C,5.889
B,C,27.036977
B,A,26.824775
C,A,0.53083375
A,B,2.644419
C,B,0.75400993
A,C,5.8760177
B,C,27.036315000000002
B,A,26.817727
C,A,0.36192164
A,B,2.6488401
C,B,0.76180845
A,C,5.880688
B,C,27.048009999999998
B,A,26.814197999999998
C,A,0.35532042
A,B,2.6480772
C,B,0.7320732
A,C,5.885114499999999
B,C,27.027142
B,A,26.793402
C,A,0.45288354
A,B,2.548568
C,B,0.77466816
A,C,5.889256700000001
B,C,27.009875
B,A,26.796943
C,A,0.36341995
A,B,2.5415756
C,B,0.61294213
A,C,5.6725703
B,C,26.770294
B,A,26.554346
C,A,0.3600493
A,B,2.4092287
C,B,0.5381152
A,C,5.6853566
B,C,26.789087
B,A,26.534218
C,A,0.3799267
A,B,2.4091005
C,B,0.56868717
A,C,5.746646
B,C,26.808357
B,A,26.57555
C,A,0.3425233
A,B,2.3645602
C,B,0.5933158
A,C,5.7998836
B,C,26.83346
B,A,26.509207
C,A,0.3918767
A,B,2.3996513
C,B,0.6685376000000001
A,C,5.718206200000001
B,C,26.81051
B,A,26.508786999999998
C,A,0.37428364
A,B,2.4133373
C,B,0.61983764
A,C,5.7188224
B,C,26.831636
B,A,26.514772
C,A,0.3852427
A,B,2.413287
C,B,0.6216876
A,C,5.7252433
B,C,26.880628
B,A,26.523858
C,A,0.43372959999999994
A,B,2.4313692
C,B,0.6516665
A,C,5.7304494
B,C,26.769227
B,A,26.535921999999996
C,A,0.4251048
A,B,2.4354018
C,B,0.6989613
A,C,5.7338566
B,C,26.778513
B,A,26.5271
C,A,0.45035034
A,B,2.4344802
C,B,0.6458588
A,C,5.7314403
B,C,26.785696
B,A,26.530418
C,A,0.42117313
A,B,2.4434805
C,B,0.62484145
A,C,5.7322167
B,C,26.79906
B,A,26.531923
C,A,0.4009679
A,B,2.4430542999999996
C,B,0.6388128
A,C,5.7326574
B,C,26.80627
B,A,26.570883
C,A,0.4153222
A,B,2.4437241
C,B,0.5829066
A,C,5.7122774
B,C,26.81898
B,A,26.606652
C,A,0.38447902
A,B,2.4218831
C,B,0.6491579000000001
A,C,5.7360087
B,C,26.87371
B,A,26.523646999999997
C,A,0.42370036
A,B,2.4431463
C,B,0.6776899
A,C,5.753161
B,C,26.862627000000003
B,A,26.527147999999997
C,A,0.45039654
A,B,2.4590194
C,B,0.6730199
A,C,5.7506226
B,C,26.934241999999998
B,A,26.536196
C,A,0.44300259999999997
A,B,2.4595853
C,B,0.65776557
A,C,5.719373
B,C,26.808155
B,A,26.539611999999998
C,A,0.44678003
A,B,2.464673
C,B,0.6684743
A,C,5.871757
B,C,26.886653999999997
B,A,26.581675
C,A,0.43255240000000006
A,B,2.463466
C,B,0.5716495
A,C,5.732343
B,C,26.839894
B,A,26.593494
C,A,0.39445832
A,B,2.4647951
C,B,0.6260887
A,C,5.735775
B,C,26.82163
B,A,26.596314000000003
C,A,0.38018525
A,B,2.465187
C,B,0.64116865
A,C,5.737621
B,C,26.826273999999998
B,A,26.590365000000002
C,A,0.43413789999999997
A,B,2.4700481
C,B,0.67097396
A,C,5.741162
B,C,26.867563
B,A,26.602438
C,A,0.4125789000000001
A,B,2.4728969
C,B,0.9701483
A,C,5.7610653
B,C,26.95892
B,A,26.666520000000002
C,A,0.4176259
A,B,2.497879
C,B,0.6620421999999999
A,C,5.7671312
B,C,26.99213
B,A,26.560347999999998
C,A,0.41955410000000004
A,B,2.4884481
C,B,0.6716624
A,C,5.7725202
B,C,27.005404
B,A,26.569945
C,A,0.4270479
A,B,2.4975505
C,B,0.66826046
A,C,5.767892
B,C,26.89076
B,A,26.592273
C,A,0.4030347
A,B,2.4922721
C,B,0.67958683
A,C,5.7604343
B,C,26.886836
B,A,26.592886
C,A,0.4446812
A,B,2.459076
C,B,0.63431263
A,C,5.773508
B,C,26.861936
B,A,26.66725
C,A,0.37979633
A,B,2.4971176
C,B,0.70289
A,C,5.7836197
B,C,26.960754
B,A,26.561892
C,A,0.48916040000000005
A,B,2.5098104
C,B,0.6538503000000001
A,C,5.788039
B,C,26.95438
B,A,26.576668
C,A,0.42824224
A,B,2.5138862
C,B,0.6569624
A,C,5.7879195
B,C,27.090508
B,A,26.640815000000003
C,A,0.4015237
A,B,2.4772227000000004
C,B,0.6470658
A,C,5.790294
B,C,27.002236
B,A,26.702097
C,A,0.3520079
A,B,2.5242544999999996
C,B,0.6679571999999999
A,C,5.794398
B,C,27.035493
B,A,26.605594
C,A,0.42637885
A,B,2.5229037
C,B,0.65947846
A,C,5.7823535
B,C,26.89333
B,A,26.63766
C,A,0.41318014
A,B,2.5018290000000003
C,B,0.66692084
A,C,5.801691
B,C,27.162302
B,A,26.603848
C,A,0.4388392
A,B,2.5360614
C,B,0.69365427
A,C,5.7864472000000005
B,C,26.99812
B,A,26.66764
C,A,0.3995031
A,B,2.3984611
C,B,0.64963102
A,C,5.8337357
B,C,27.099794
B,A,26.613796
C,A,0.46029612
A,B,2.5455344
C,B,0.6901510000000001
A,C,5.842312
B,C,27.019447
B,A,26.671404
C,A,0.38327947
A,B,2.5396947
C,B,0.6836638
A,C,5.7056133
B,C,26.937926
B,A,26.703027
C,A,0.37313849
A,B,2.4901547
C,B,0.671193
A,C,5.813726
B,C,26.961106
B,A,26.72965
C,A,0.34772903
A,B,2.4747804
C,B,0.6866507
A,C,5.8171764
B,C,26.975924
B,A,26.733375
C,A,0.33783317
A,B,2.5638126
C,B,0.6650552
A,C,5.816171
B,C,27.169059999999998
B,A,26.62366
C,A,0.45003667
A,B,2.6940856
C,B,0.68208203
A,C,5.792796
B,C,27.159828000000005
B,A,26.76062
C,A,0.29734522
A,B,2.5748450000000003
C,B,0.6966844
A,C,5.8167942
B,C,27.09707
B,A,26.6367
C,A,0.45633763
A,B,2.5681447
C,B,0.6755516
A,C,5.8081757
B,C,27.08102
B,A,26.630515000000003
C,A,0.49124359999999995
A,B,2.571325
C,B,0.70940256
A,C,5.803516
B,C,27.0626
B,A,26.641738
C,A,0.46820194
A,B,2.5741
C,B,0.6891094
A,C,5.811216
B,C,27.08854
B,A,26.647902
C,A,0.4335068
A,B,2.571502
C,B,0.74059814
A,C,5.809807
B,C,26.977742
B,A,26.6644
C,A,0.46326667
A,B,2.5607351
C,B,0.68235993
A,C,5.7768073
B,C,27.108794
B,A,26.76813
C,A,0.31366497
A,B,2.501107
C,B,0.72609484
A,C,5.834585
B,C,27.293593
B,A,26.666284
C,A,0.43886379999999997
A,B,2.573666
C,B,0.6745346
A,C,5.797644999999999
B,C,26.855898
B,A,26.477748
C,A,0.35438165
A,B,2.3552775
C,B,0.58374405
A,C,5.582065
B,C,26.788038
B,A,26.494896
C,A,0.34775883
A,B,2.359134
C,B,0.46898723
A,C,5.541427
B,C,26.762998
B,A,26.5292
C,A,0.39405525
A,B,2.2913106
C,B,0.51209554
A,C,5.6409314
B,C,26.799506
B,A,26.54137
C,A,0.40049255
A,B,2.3779068
C,B,0.5202219
A,C,5.5596363
B,C,26.851305
B,A,26.472163000000002
C,A,0.34355
A,B,2.2494048
C,B,0.5682893
A,C,5.7044886
B,C,26.893157
B,A,26.491088
C,A,0.3661096
A,B,2.3745283
C,B,0.58967546
A,C,5.6782693
B,C,26.754415
B,A,26.546
C,A,0.3659062
A,B,2.3321055
C,B,0.60235783
A,C,5.75365
B,C,26.822358
B,A,26.487494
C,A,0.35772622
A,B,2.4043463
C,B,0.58654994
A,C,5.6799904
B,C,26.886594
B,A,26.502059999999997
C,A,0.32677427
A,B,2.3833029
C,B,0.57917833
A,C,5.6862112
B,C,26.845574
B,A,26.506048
C,A,0.43971837
A,B,2.3866925
C,B,0.65265372
A,C,5.6811497
B,C,26.819876
B,A,26.542592
C,A,0.31530932
A,B,2.3834549
C,B,0.50453693
A,C,5.6591414
B,C,27.127954
B,A,26.4947
C,A,0.3706485
A,B,2.4216715
C,B,0.6227702
A,C,5.6940667
B,C,26.858848
B,A,26.52768
C,A,0.3731154
A,B,2.4019197
C,B,0.59376433
A,C,5.677891000000001
B,C,26.79966
B,A,26.581532
C,A,0.36294758
A,B,2.3800697
C,B,0.5780436
A,C,5.6955915
B,C,26.861775
B,A,26.509058
C,A,0.4191518
A,B,2.4000205
C,B,0.6159842
A,C,5.7384025
B,C,26.95287
B,A,26.524007
C,A,0.38889274
A,B,2.412564
C,B,0.5959153
A,C,5.700508999999999
B,C,26.808998
B,A,26.50668
C,A,0.34981966
A,B,2.4192836
C,B,0.61513856
A,C,5.7023518
B,C,26.796532
B,A,26.551574
C,A,0.4158005
A,B,2.411478
C,B,0.7079363
A,C,5.688081700000001
B,C,26.83289
B,A,26.56635
C,A,0.38211495
A,B,2.4116315
C,B,0.599283
A,C,5.6981497
B,C,26.921204
B,A,26.601505
C,A,0.32743886
A,B,2.4043955
C,B,0.5915791
A,C,5.71165
B,C,26.827687
B,A,26.607776
C,A,0.33924505
A,B,2.3957886000000004
C,B,0.5794503
A,C,5.7238273
B,C,26.854223
B,A,26.612175
C,A,0.36409348
A,B,2.422927
C,B,0.6051205
A,C,5.7258442
B,C,26.963305
B,A,26.52455
C,A,0.3708817
A,B,2.444069
C,B,0.615415
A,C,5.7195947
B,C,26.98364
B,A,26.536077
C,A,0.41543245
A,B,2.4438974
C,B,0.59491396
A,C,5.718741
B,C,26.831877000000002
B,A,26.558232
C,A,0.37300736
A,B,2.4453864
C,B,0.6211005
A,C,5.7272844
B,C,26.805776
B,A,26.54408
C,A,0.39202645
A,B,2.446336
C,B,0.6069906
A,C,5.7064608
B,C,26.902622
B,A,26.580045
C,A,0.5245529
A,B,2.4881057
C,B,0.59079155
A,C,5.727634200000001
B,C,26.821077000000002
B,A,26.57951
C,A,0.34909397
A,B,2.4430037
C,B,0.7092893
A,C,5.7295166
B,C,26.82355
B,A,26.599967
C,A,0.36875457
A,B,2.4380133
C,B,0.6225951
A,C,5.7327528
B,C,26.828814
B,A,26.60162
C,A,0.36025122
A,B,2.4383135
C,B,0.64920336
A,C,5.738572799999999
B,C,26.844475
B,A,26.596805
C,A,0.37849396
A,B,2.4392948
C,B,0.626114
A,C,5.737713
B,C,26.864433000000002
B,A,26.602614
C,A,0.32951608
A,B,2.4433572
C,B,0.60467944
A,C,5.737582
B,C,26.85399
B,A,26.647574
C,A,0.28805658
A,B,2.4391897
C,B,0.6304428
A,C,5.6857973
B,C,26.855921999999996
B,A,26.647657
C,A,0.32521784
A,B,2.4195492
C,B,0.6333083
A,C,5.749301
B,C,27.005458
B,A,26.675034
C,A,0.28234944
A,B,2.4820015
C,B,0.68720803
A,C,5.7497412
B,C,26.935768
B,A,26.694846000000002
C,A,0.42467862
A,B,2.4867408
C,B,0.65124556
A,C,5.7479035000000005
B,C,26.955074
B,A,26.58288
C,A,0.41595995
A,B,2.4814561
C,B,0.67489147
A,C,5.728070400000001
B,C,27.043194
B,A,26.59632
C,A,0.41152537
A,B,2.4773784
C,B,0.62898397
A,C,5.7209127
B,C,27.009094
B,A,26.59757
C,A,0.3871128
A,B,2.4832435
C,B,0.67246556
A,C,5.7228114
B,C,27.022856
B,A,26.5938
C,A,0.42641535
A,B,2.4887264
C,B,0.65047517
A,C,5.738758
B,C,26.993483
B,A,26.593596
C,A,0.46623647
A,B,2.4997043999999997
C,B,0.61649755
A,C,5.6400195
B,C,26.89398
B,A,26.603734
C,A,0.37905797
A,B,2.4832577
C,B,0.62943846
A,C,5.716673999999999
B,C,26.868015999999997
B,A,26.61773
C,A,0.3829427
A,B,2.4766192
C,B,0.6439805000000001
A,C,5.5978406
B,C,26.868778000000002
B,A,26.629406
C,A,0.413654
A,B,2.4777737
C,B,0.61179176
A,C,5.7015795
B,C,26.86528
B,A,26.611832
C,A,0.37658662
A,B,2.479215
C,B,0.61366707
A,C,5.702249
B,C,26.843345
B,A,26.622152000000003
C,A,0.38907826
A,B,2.5105074
C,B,0.67012906
A,C,5.7036985
B,C,26.868135
B,A,26.6384
C,A,0.41095763
A,B,2.4844732000000005
C,B,0.6226003
A,C,5.7039026
B,C,26.877844
B,A,26.640365000000003
C,A,0.33725426
A,B,2.4944759999999997
C,B,0.6799817
A,C,5.7123773
B,C,26.885866999999998
B,A,26.632214
C,A,0.3816463
A,B,2.494083
C,B,0.611905
A,C,5.7144187
B,C,26.95018
B,A,26.65219
C,A,0.46357885
A,B,2.5044229
C,B,0.63588694
A,C,5.7024308
B,C,26.928174
B,A,26.666647
C,A,0.38892776
A,B,2.4744969
C,B,0.66593513
A,C,5.749283
B,C,26.986134000000003
B,A,26.714382
C,A,0.37240237
A,B,2.4268403999999997
C,B,0.62797517
A,C,5.7805404
B,C,27.01854
B,A,26.749742
C,A,0.25500208
A,B,2.547884
C,B,0.6469965
A,C,5.7793148
B,C,26.999503
B,A,26.427770000000002
C,A,0.26222095
A,B,2.2735044
C,B,0.51326454
A,C,5.594547
B,C,26.767868
B,A,26.42969
C,A,0.29512718
A,B,2.3017354
C,B,0.5467072
A,C,5.6093156
B,C,26.770746999999997
B,A,26.427559999999996
C,A,0.29342547
A,B,2.2802446
C,B,0.49015135
A,C,5.607929
B,C,26.771814000000003
B,A,26.438096
C,A,0.31617954
A,B,2.2849321
C,B,0.5436197
A,C,5.611961
B,C,26.760846
B,A,26.443678000000002
C,A,0.3736049
A,B,2.2984155
C,B,0.5065322
A,C,5.6144916
B,C,26.784146
B,A,26.45576
C,A,0.26516467
A,B,2.291473
C,B,0.5567305
A,C,5.663511
B,C,26.778752
B,A,26.439202
C,A,0.36641657
A,B,2.2941358
C,B,0.5620554
A,C,5.6442384
B,C,26.77493
B,A,26.440158
C,A,0.3781639
A,B,2.3317136
C,B,0.53854883
A,C,5.625391400000001
B,C,26.789713
B,A,26.447195
C,A,0.35922676
A,B,2.3423005
C,B,0.57504177
A,C,5.628092
B,C,26.781215999999997
B,A,26.446246999999996
C,A,0.2960354
A,B,2.3210227
C,B,0.52840114
A,C,5.6270257
B,C,26.809603000000003
B,A,26.4547
C,A,0.3237471
A,B,2.3178875
C,B,0.54846406
A,C,5.7140056
B,C,26.70492
B,A,26.454508
C,A,0.33164546
A,B,2.3323473
C,B,0.53339154
A,C,5.6339879999999996
B,C,26.852426
B,A,26.464164
C,A,0.32127053
A,B,2.3640305
C,B,0.5684942
A,C,5.6366123
B,C,26.818132000000002
B,A,26.47009
C,A,0.41471720000000006
A,B,2.3432932999999996
C,B,0.5546607
A,C,5.6390837
B,C,26.844546
B,A,26.461798
C,A,0.31405687
A,B,2.3374627999999995
C,B,0.56550726
A,C,5.6549005
B,C,26.824588000000002
B,A,26.473253999999997
C,A,0.29728487
A,B,2.3433276000000003
C,B,0.5626157
A,C,5.6447364
B,C,26.819563
B,A,26.46643
C,A,0.2891533
A,B,2.3410384
C,B,0.52678436
A,C,5.6485623
B,C,26.81002
B,A,26.468796
C,A,0.2840124
A,B,2.3435272
C,B,0.55052564
A,C,5.6492746
B,C,26.82264
B,A,26.467841999999997
C,A,0.33272207
A,B,2.3498273999999997
C,B,0.59939697
A,C,5.6477375
B,C,26.825744
B,A,26.590740000000004
C,A,0.3148064
A,B,2.3461722
C,B,0.60331523
A,C,5.6564484
B,C,26.827234000000004
B,A,26.47942
C,A,0.36300197
A,B,2.2768836
C,B,0.5379893
A,C,5.6229006
B,C,26.759928000000002
B,A,26.48449
C,A,0.39524509999999996
A,B,2.3623135
C,B,0.60321093
A,C,5.649073400000001
B,C,26.8899
B,A,26.498014
C,A,0.31167194
A,B,2.2343792
C,B,0.54471493
A,C,5.6561485
B,C,26.841602
B,A,26.513606
C,A,0.39072779999999996
A,B,2.3708247000000005
C,B,0.61239153
A,C,5.6496106
B,C,26.718652000000002
B,A,26.51018
C,A,0.36896467
A,B,2.3742117
C,B,0.5805865
A,C,5.649749
B,C,26.899946
B,A,26.50258
C,A,0.33797547
A,B,2.377553
C,B,0.6468408
A,C,5.6277476
B,C,26.761653999999997
B,A,26.506529999999998
C,A,0.32340065
A,B,2.3759179
C,B,0.6222196
A,C,5.652005
B,C,26.923937
B,A,26.509148
C,A,0.33357143
A,B,2.3794651
C,B,0.58085695
A,C,5.6570675
B,C,26.917385999999997
B,A,26.517409999999998
C,A,0.4547633
A,B,2.3872048
C,B,0.5720593
A,C,5.657518700000001
B,C,26.901156
B,A,26.509172
C,A,0.31982511
A,B,2.386726
C,B,0.6401941
A,C,5.6568507
B,C,26.928627000000002
B,A,26.525462
C,A,0.47423244
A,B,2.3939583
C,B,0.59044734
A,C,5.6625906
B,C,26.825613
B,A,26.530659999999997
C,A,0.30488297
A,B,2.3861852
C,B,0.5721912
A,C,5.530619000000001
B,C,26.79087
B,A,26.538196
C,A,0.34614727
A,B,2.398581
C,B,0.5983837
A,C,5.643423
B,C,26.799467
B,A,26.571022999999997
C,A,0.29390007
A,B,2.3723818
C,B,0.5612634
A,C,5.6832224
B,C,26.814526
B,A,26.588097
C,A,0.27582124
A,B,2.3637481
C,B,0.54397434
A,C,5.6848034
B,C,26.8139
B,A,26.582307
C,A,0.31658486
A,B,2.374484
C,B,0.57973266
A,C,5.6873705
B,C,26.81929
B,A,26.575142
C,A,0.32439083
A,B,2.3763131
C,B,0.8349247
A,C,5.694311
B,C,26.834613
B,A,26.580477
C,A,0.37370175
A,B,2.3708150000000003
C,B,0.5550757
A,C,5.7035193
B,C,26.802897
B,A,26.57788
C,A,0.2953902
A,B,2.3969572
C,B,0.61038435
A,C,5.623753
B,C,26.804940000000002
B,A,26.589411
C,A,0.31392425
A,B,2.3851647999999996
C,B,0.56134686
A,C,5.6984194
B,C,26.811916
B,A,26.588714
C,A,0.30743554
A,B,2.4041667999999996
C,B,0.60004145
A,C,5.6305952
B,C,26.809466
B,A,26.575536
C,A,0.4432678
A,B,2.5024522
C,B,0.5709894
A,C,5.7258204
B,C,26.827437
B,A,26.619946999999996
C,A,0.3435634
A,B,2.3710682999999997
C,B,0.5565971
A,C,5.706954
B,C,26.937693
B,A,26.63467
C,A,0.35679117
A,B,2.3649462
C,B,0.62803105
A,C,5.7118796
B,C,26.87387
B,A,26.643914
C,A,0.25085509
A,B,2.358308
C,B,0.5569704000000001
A,C,5.7066917
B,C,26.855190000000004
B,A,26.646352
C,A,0.26614815
A,B,2.8450962
C,B,0.63485205
A,C,5.699306
B,C,27.012068
B,A,26.55911
C,A,0.40384308
A,B,2.4403676
C,B,0.5915895
A,C,5.6982026
B,C,26.9507
B,A,26.55576
C,A,0.41798204
A,B,2.4461037999999995
C,B,0.6205909000000001
A,C,5.6883372
B,C,26.96013
B,A,26.569706
C,A,0.3952533
A,B,2.4162661
C,B,0.60091764
A,C,5.673103
B,C,27.000517
B,A,26.57646
C,A,0.40164664
A,B,2.4618197
C,B,0.57864413
A,C,5.6798927
B,C,26.99147
B,A,26.574945
C,A,0.42853057
A,B,2.4462007000000003
C,B,0.6083168
A,C,5.6811538
B,C,26.984033
B,A,26.568332
C,A,0.44120249999999994
A,B,2.456526
C,B,0.69881305
A,C,5.6832466
B,C,26.980716
B,A,26.573038
C,A,0.34028068
A,B,2.4541974
C,B,0.7195249
A,C,5.684997
B,C,26.977402
B,A,26.559323
C,A,0.38981289
A,B,2.453047
C,B,0.58505163
A,C,5.789404
B,C,27.019286
B,A,26.59521
C,A,0.3948435
A,B,2.4717715
C,B,0.6458327
A,C,5.6180943
B,C,27.001666999999998
B,A,26.590847999999998
C,A,0.30123144
A,B,2.4507664
C,B,0.575199
A,C,5.6827746
B,C,26.988977000000002
B,A,26.58254
C,A,0.34461617
A,B,2.4636723
C,B,0.6606519000000001
A,C,5.6902647
B,C,26.9494
B,A,26.580846
C,A,0.38385391
A,B,2.469879
C,B,0.5939372
A,C,5.702453
B,C,26.98744
B,A,26.582712
C,A,0.36129877
A,B,2.4831004
C,B,0.61726123
A,C,5.770360299999999
B,C,27.003968
B,A,26.4009
C,A,0.19920394
A,B,2.2434130000000003
C,B,0.4691437
A,C,5.549771700000001
B,C,26.733088000000002
B,A,26.40842
C,A,0.25188848
A,B,2.2149704
C,B,0.45558065
A,C,5.554158599999999
B,C,26.69976
B,A,26.489633
C,A,0.22846982
A,B,2.2188373
C,B,0.49494207
A,C,5.554457
B,C,26.741964
B,A,26.49541
C,A,0.20735562
A,B,2.2963232999999996
C,B,0.52701235
A,C,5.5625852
B,C,26.712159999999997
B,A,26.399878
C,A,0.2598524
A,B,2.1369498
C,B,0.49195513
A,C,5.5712752
B,C,26.753496999999996
B,A,26.401183000000003
C,A,0.25439113
A,B,2.2372257
C,B,0.48146322
A,C,5.566917
B,C,26.740977
B,A,26.410633
C,A,0.28140992
A,B,2.2520341
C,B,0.465858
A,C,5.5693686
B,C,26.732253999999998
B,A,26.4074
C,A,0.29271469
A,B,2.2485654999999998
C,B,0.4757181
A,C,5.5721708
B,C,26.70552
B,A,26.416915999999997
C,A,0.24748817
A,B,2.2533432
C,B,0.5015157
A,C,5.5749413
B,C,26.761216
B,A,26.404506
C,A,0.31300709
A,B,2.2615366
C,B,0.50450936
A,C,5.5773333
B,C,26.74843
B,A,26.516134
C,A,0.38961917
A,B,2.2560439999999997
C,B,0.44126958
A,C,5.5747606
B,C,26.752036999999998
B,A,26.53272
C,A,0.2263531
A,B,2.2621244
C,B,0.45384540000000007
A,C,5.5775426
B,C,26.771085999999997
B,A,26.425278
C,A,0.25368258
A,B,2.268602
C,B,0.5224921
A,C,5.584846
B,C,26.7493
B,A,26.536322
C,A,0.23998395
A,B,2.2713821
C,B,0.49749613
A,C,5.586995
B,C,26.763868
B,A,26.52645
C,A,0.28689504
A,B,2.4350591
C,B,0.48288554
A,C,5.5896457
B,C,26.763582
B,A,26.428205
C,A,0.24565309999999999
A,B,2.2782482
C,B,0.51494986
A,C,5.5980854
B,C,26.786345
B,A,26.537967
C,A,0.2990365
A,B,2.279944
C,B,0.5376637
A,C,5.5899147
B,C,26.781368
B,A,26.43875
C,A,0.31465217
A,B,2.2939585
C,B,0.521075
A,C,5.5968672
B,C,26.80677
B,A,26.43924
C,A,0.27361736
A,B,2.291166
C,B,0.4872985
A,C,5.8189332
B,C,26.840538
B,A,26.444352000000002
C,A,0.24149567
A,B,2.3495711
C,B,0.51326007
A,C,5.598612999999999
B,C,26.824033
B,A,26.455235
C,A,0.30366555
A,B,2.313025
C,B,0.54588094
A,C,5.5995002
B,C,26.78606
B,A,26.460198
C,A,0.29358566
A,B,2.30515
C,B,0.5063474
A,C,5.603769000000001
B,C,26.809132
B,A,26.442759999999996
C,A,0.2970636
A,B,2.3122098
C,B,0.5293578
A,C,5.6075346
B,C,26.836871999999996
B,A,26.45533
C,A,0.31642243
A,B,2.316605
C,B,0.57894737
A,C,5.6040019999999995
B,C,26.83285
B,A,26.455757
C,A,0.55044144
A,B,2.3205057
C,B,0.52359924
A,C,5.605496499999999
B,C,26.84976
B,A,26.465425
C,A,0.2809465
A,B,2.32994
C,B,0.52317977
A,C,5.627375
B,C,26.743466
B,A,26.492542
C,A,0.27857423
A,B,2.3191728
C,B,0.5142696
A,C,5.5878304
B,C,26.74054
B,A,26.499579999999998
C,A,0.2549462
A,B,2.3156345000000003
C,B,0.51163137
A,C,5.580125700000001
B,C,26.766193
B,A,26.513640000000002
C,A,0.27012378
A,B,2.311686
C,B,0.57314187
A,C,5.6161236
B,C,26.796746000000002
B,A,26.536012
C,A,0.21598712
A,B,2.3044605
C,B,0.50085485
A,C,5.6219887
